rest_name,locality,cost_for_two,rating,cuisines
Tandoori Taal,Indiranagar,900,4.3,"['Biryani', 'North Indian']"
Jose's Mess,BTM,300,4.3,"['Kerala', 'South Indian', 'Biryani']"
InAzia - Sheraton Grand Bengaluru Whitefield Hotel &...                                     ,"Sheraton Grand Bengaluru, Whitefield","2,500",4.3,"['Asian', 'Chinese']"
Pot-O-Noodles,Koramangala 4th Block,800,4.3,"['Chinese', 'Asian', 'Japanese']"
Ambrosia,Rajarajeshwari Nagar,"1,200",4.3,"['Italian', 'Mexican', 'Continental', 'Asian', 'Japanese']"
Gobble Up Churros Cafe                                     ,Indiranagar,400,4.3,"['Street Food', 'Continental', 'Mexican', 'Beverages', 'Cafe', 'Desserts', 'Spanish']"
"Cinnamon - Renaissance Hotel, Bengaluru                                     ","Renaissance Hotel, Race Course Road",500,4.3,['Desserts']
Le Cirque Signature - The Leela Palace                                     ,"The Leela Palace, Old Airport Road","6,000",4.3,"['French', 'Italian']"
Food Ras                                     ,Electronic City,900,4.3,"['North Indian', 'Chinese', 'Japanese', 'European', 'Seafood']"
Bangalore Mandarin,Whitefield,"1,100",4.3,"['Chinese', 'Seafood']"
Caprese - Shangri-La Hotel                                     ,"Shangri-La Hotel, Vasanth Nagar ","3,000",4.3,['Italian']
Mane Holige,Jayanagar,200,4.3,"['Mithai', 'South Indian']"
The Coorg Food Co.                                     ,Kalyan Nagar,750,4.3,['South Indian']
Le Jardin - The Oberoi,"The Oberoi, MG Road","3,000",4.3,"['European', 'Mediterranean', 'North Indian']"
Khatta Meetha Teekha,Koramangala 6th Block,300,4.3,"['Street Food', 'North Indian', 'Mithai', 'Chinese', 'Beverages']"
Teppan Japanese Grill & Sushi Bar                                     ,Ulsoor,"2,000",4.3,['Japanese']
Om Sai Skanda Dosa Camp                                     ,Ulsoor,150,4.3,['South Indian']
Season - Adarsh Hamilton                                     ,Richmond Road,"1,200",4.3,"['North Indian', 'Chinese', 'South Indian', 'Continental']"
Cubbon Pavilion - ITC Gardenia                                     ,ITC Gardenia,"2,500",4.3,"['European', 'Continental', 'Chinese', 'Thai']"
Somilan Steak House,Church Street,800,4.3,"['North Eastern', 'Asian', 'Naga', 'Steak', 'Momos']"
Peppa Zzing                                     ,Infantry Road,800,4.3,"['Cafe', 'Fast Food', 'Burger']"
Edo Restaurant & Bar - ITC Gardenia                                     ,ITC Gardenia,"4,000",4.3,['Japanese']
Sakae Japanese Restaurant,Shanti Nagar,"1,400",4.3,['Japanese']
IDC Kitchen                                     ,Koramangala 5th Block,200,4.3,['South Indian']
Pulimunchi,Indiranagar,"1,000",4.3,"['Mangalorean', 'Seafood']"
Hotel Aditya,Rajajinagar,300,4.3,"['South Indian', 'Biryani']"
Cold Stone Creamery                                     ,Whitefield,400,4.3,"['Ice Cream', 'Desserts']"
The Lantern Restaurant & Bar - The Ritz-Carlton...                                     ,The Ritz-Carlton,"3,500",4.3,['Chinese']
Royal Afghan - ITC Windsor                                     ,ITC Windsor,"5,000",4.3,"['North Indian', 'Mughlai']"
Hotel Dwarka                                     ,Basavanagudi,250,4.3,['South Indian']
JustBe Cafe,Sadashiv Nagar,"1,000",4.3,"['Cafe', 'Beverages', 'Healthy Food']"
The Square - Novotel                                     ,"Novotel Bengaluru, Marathahalli","2,500",4.3,"['Continental', 'North Indian', 'Japanese', 'Italian']"
Cafesta,"Ascendas Park Square, Whitefield",550,4.3,"['Cafe', 'Italian', 'Fast Food', 'Desserts']"
Sector 7 Café,HSR,700,4.3,"['Cafe', 'Continental', 'Pizza', 'Salad']"
Soul Treat                                     ,Sarjapur Road,750,4.3,"['Bakery', 'Desserts', 'Healthy Food']"
Umesh Dosa Point,Seshadripuram,150,4.3,['South Indian']
Pazzo,HSR,700,4.3,"['American', 'Modern Indian', 'Italian', 'South Indian']"
Mangalore Pearl - Seafood Restaurant,Frazer Town,700,4.3,"['Mangalorean', 'Seafood']"
Khawa Karpo,Koramangala 5th Block,350,4.3,"['Chinese', 'Tibetan', 'Momos']"
Stoked!                                     ,Koramangala 4th Block,850,4.3,"['Cafe', 'Italian', 'Pizza']"
Japan Travel Cafe Azuki                                     ,Residency Road,400,4.3,"['Cafe', 'Japanese']"
The Hebbal Cafe - Courtyard By Marriott,"Courtyard by Marriott Bengaluru, Hebbal","2,000",4.3,"['Continental', 'North Indian']"
The Sugar Fairy                                     ,Frazer Town,400,4.3,"['Bakery', 'Desserts']"
Lakshmi Natraja Refreshments                                     ,Majestic,150,4.3,['South Indian']
The Higher Taste,Rajajinagar,800,4.3,"['Pizza', 'Biryani', 'North Indian', 'South Indian']"
Cafe Max,Indiranagar,"1,300",4.3,"['Cafe', 'German', 'Italian']"
Café 77 East - Taj Bangalore                                     ," Taj Bangalore, International Airport","2,100",4.3,"['Continental', 'American', 'South Indian', 'North Indian']"
Royal Andhra Spice,"OSR Hotel, Rajarajeshwari Nagar",900,4.3,"['Andhra', 'North Indian', 'Chinese']"
The Paratha Company                                     ,HSR,400,4.3,['North Indian']
Makers of Milkshakes,Koramangala 5th Block,400,4.3,['Beverages']
Hillstation Cafe                                     ,Hennur,500,4.3,['Cafe']
Bikaner Sweet Centre                                     ,Koramangala 1st Block,200,4.3,['North Indian']
Momo Jojo                                     ,JP Nagar,300,4.3,"['Chinese', 'Tibetan', 'Momos']"
Memories of China - Taj MG Road Bengaluru                                     ,"Vivanta By Taj, MG Road","3,000",4.3,"['Chinese', 'Momos']"
China Bistro & Lounge,Indiranagar,"1,600",4.3,"['Asian', 'Chinese', 'Thai', 'Korean']"
The Restaurant - Coorg                                     ,Indiranagar,"1,260",4.3,['South Indian']
The Biryani Story                                     ,BTM,600,4.3,"['Biryani', 'North Indian', 'Chinese', 'Mughlai']"
Mama Mia!                                     ,Indiranagar,400,4.3,"['Desserts', 'Cafe']"
Pabrai's Fresh & Naturelle Icecreams                                     ,HSR,180,4.3,['Ice Cream']
Esplanade,Indiranagar,"1,000",4.3,['Bengali']
Kedia's Fun Food,Jayanagar,200,4.3,"['North Indian', 'Street Food', 'Juices']"
Zero Kelvin                                     ,Brookefield,450,4.3,"['Desserts', 'Beverages']"
Pot-O-Noodles                                     ,Indiranagar,800,4.3,"['Chinese', 'Asian', 'Japanese']"
TRIGEREATO                                     ,Koramangala 8th Block,700,4.3,"['Cafe', 'Continental', 'Beverages']"
Dr. Bubbles                                     ,Jayanagar,400,4.3,"['Beverages', 'Desserts']"
Eating Love,Sarjapur Road,800,4.3,"['Cafe', 'Italian', 'Pizza']"
Breads and Banter,Brookefield,400,4.3,"['Cafe', 'Bakery', 'Fast Food']"
Caraway Kitchen - Conrad Bengaluru,"Conrad Bengaluru, Ulsoor","2,800",4.3,"['American', 'Continental', 'North Indian', 'South Indian']"
Alto Vino - Bengaluru Marriott Hotel Whitefield                                     ,Bengaluru Marriott Hotel Whitefield,"3,000",4.3,"['Italian', 'Salad']"
Capri Gastrobar,St. Marks Road,"1,200",4.3,"['Mediterranean', 'Italian', 'Asian']"
Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...                                     ,"Sheraton Grand Bengaluru, Whitefield","2,000",4.3,['BBQ']
The Rice Bowl,"Hotel Southern Star, Lavelle Road","1,300",4.3,"['Chinese', 'Momos']"
Lincoln Bistro                                     ,New BEL Road,800,4.3,"['North Indian', 'Mughlai', 'Asian', 'Chinese']"
Cafe Mangii                                     ,UB City,"1,600",4.3,"['Italian', 'Continental', 'Pizza']"
The Marash                                     ,Koramangala 5th Block,250,4.3,"['Turkish', 'Desserts']"
Brahma Brews,JP Nagar,"1,400",4.3,"['Continental', 'South Indian', 'Finger Food', 'Pizza', 'Seafood']"
Alchemy - The Chancery Pavilion,"The Chancery Pavilion, Residency Road","2,000",4.3,['Modern Indian']
Bengaluru Baking Company - JW Marriott Bengaluru,"JW Marriott Bengaluru, Lavelle Road","1,400",4.3,"['Salad', 'Bakery', 'Cafe', 'Sandwich', 'Italian', 'Burger']"
Barkaas- Arabic Restaurant,Marathahalli,"1,000",4.3,"['Arabian', 'Biryani', 'Desserts', 'Beverages', 'Salad']"
THE RIG,Sarjapur Road,"1,500",4.3,"['Continental', 'Finger Food', 'Pizza']"
Mahalaxmi Cool Corner,KR Puram,200,4.3,"['North Indian', 'Fast Food']"
b Café - Shangri-La Hotel,"Shangri-La Hotel, Vasanth Nagar","3,400",4.3,"['North Indian', 'Italian', 'Chinese', 'Japanese']"
1522 - The Pub,New BEL Road,"1,400",4.3,"['Chinese', 'Continental', 'North Indian']"
BBQ'D - Global Grill & Brewery,UB City,"1,500",4.3,"['BBQ', 'North Indian']"
Chai Galli,Koramangala 5th Block,450,4.3,"['Cafe', 'Tea', 'Street Food']"
B-hive,Koramangala 1st Block,"1,200",4.3,"['Finger Food', 'North Indian']"
Coffee Mechanics                                     ,HBR Layout,700,4.3,"['Cafe', 'Bakery', 'French', 'Jewish', 'Sandwich', 'Vegan', 'Coffee']"
Dhyaana                                     ,Indiranagar,600,4.3,"['Cafe', 'Healthy Food', 'Fast Food', 'Beverages']"
Easy Tiger,Church Street,"1,100",4.3,"['Finger Food', 'Continental']"
Snow'ora                                     ,Koramangala 4th Block,450,4.3,"['Desserts', 'Ice Cream', 'Beverages', 'Fast Food']"
Little Green Cafe                                     ,Church Street,900,4.3,"['Cafe', 'Healthy Food', 'Salad', 'Continental', 'Beverages', 'Italian', 'Sandwich']"
Sanky's Burger House,Hennur,300,4.3,"['Burger', 'Fast Food']"
Lazy Suzy,Indiranagar,"1,000",4.3,"['Cafe', 'Continental', 'Beverages', 'Burger', 'Desserts', 'Pizza', 'Bakery', 'European']"
Blk Plus Wht,HSR,800,4.3,"['Asian', 'Thai', 'North Indian']"
Hangover,HSR,"1,500",4.3,"['Asian', 'Continental', 'Finger Food']"
Waffle Walle                                     ,"Royal Meenakshi Mall, Bannerghatta Road",500,4.3,"['Desserts', 'Belgian', 'Beverages']"
Benjarong                                     ,Ulsoor,"1,800",4.3,"['Thai', 'Asian']"
Tea Villa Cafe,Jayanagar,800,4.3,"['Cafe', 'Continental', 'Mediterranean', 'Italian', 'Desserts']"
Ciclo Cafe,Indiranagar,"1,000",4.3,"['Cafe', 'Italian', 'American']"
Tall Blonde French                                     ,Koramangala 5th Block,400,4.3,['Fast Food']
Dindigul Thalappakatti,Indiranagar,800,4.3,"['Biryani', 'Chinese', 'North Indian', 'South Indian']"
Gramin,Koramangala 7th Block,600,4.3,['North Indian']
LOFT38,Indiranagar,"1,900",4.3,"['Italian', 'BBQ', 'Asian', 'Fast Food']"
Nando's,Indiranagar,"1,200",4.3,"['Portuguese', 'Wraps', 'Burger', 'Salad']"
Hoppipola,Church Street,"1,300",4.3,"['Continental', 'Mediterranean', 'European']"
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...                                     ,"Sheraton Grand Bengaluru, Whitefield","2,500",4.3,['Finger Food']
Brewsky,JP Nagar,"1,600",4.3,"['Continental', 'American']"
Grasshopper,Bannerghatta Road,"5,000",4.3,['European']
1Q1,Infantry Road,"2,500",4.3,"['Asian', 'Japanese', 'Thai', 'Malaysian', 'Vietnamese', 'Korean', 'Chinese']"
Warm Oven,Domlur,500,4.3,"['Bakery', 'Desserts']"
SGS Non Veg - Gundu Pulav,City Market,400,4.3,"['Biryani', 'Fast Food']"
Zoey's,Sarjapur Road,600,4.3,"['Fast Food', 'Italian', 'Continental']"
Sanchez,UB City,"1,500",4.3,"['Mexican', 'Tex-Mex']"
Public - The Rooftop Bar And Kitchen,Bannerghatta Road,"1,000",4.3,"['North Indian', 'South Indian', 'Andhra', 'Chinese']"
Sagar Hotel,Rajajinagar,600,4.3,"['North Indian', 'Chinese', 'Street Food', 'Juices']"
Imperio Restaurant,Whitefield,700,4.3,"['North Indian', 'Arabian', 'Mughlai', 'Biryani', 'Seafood', 'Beverages']"
Bangalore Brew Works,Residency Road,"1,700",4.3,"['Continental', 'Italian']"
By 2 Coffee,Vijay Nagar,100,4.3,['South Indian']
Thai House,"5th Avenue, Brigade Road",700,4.3,['Thai']
South Ruchis Square,Race Course Road,850,4.3,"['North Indian', 'South Indian', 'Chinese']"
Thai Chy,Indiranagar,"1,200",4.3,"['Thai', 'Asian', 'Indonesian']"
Prems Graama Bhojanam,Jayanagar,400,4.3,['South Indian']
Cafe Nosh,Sahakara Nagar,500,4.3,"['Cafe', 'Continental', 'Steak']"
Rural Blues,Sarjapur Road,"1,300",4.3,"['European', 'Mediterranean', 'Asian', 'North Indian', 'South Indian', 'Momos']"
Bean Flickers,Indiranagar,700,4.3,"['Cafe', 'American', 'Fast Food', 'Coffee', 'Continental']"
Malties - Radisson Blu,"Radisson Blu, Marathahalli","4,500",4.3,"['Continental', 'Fast Food']"
Ebony,Barton Centre,"1,500",4.3,"['North Indian', 'South Indian']"
Go Native,Jayanagar,800,4.3,"['Healthy Food', 'Cafe', 'Beverages']"
Double Decker,Brigade Road,"1,300",4.3,"['Continental', 'North Indian']"
Raat Ki Rani                                     ,Jeevan Bhima Nagar,400,4.3,"['Fast Food', 'North Indian']"
The Biere Club,153 Biere Street,"1,700",4.3,"['Continental', 'BBQ', 'Finger Food']"
Enchanted Garden,Whitefield,"1,400",4.3,"['North Indian', 'Continental', 'Italian', 'Cafe', 'Pizza', 'Finger Food']"
Roll Over,Kalyan Nagar,500,4.3,"['Ice Cream', 'Beverages', 'Fast Food']"
The Black Rabbit,"Escape Hotel & Spa, Indiranagar","1,500",4.3,"['Continental', 'Finger Food']"
The Druid Garden,Sahakara Nagar,"1,700",4.3,"['Asian', 'Continental', 'European', 'North Indian', 'Mediterranean']"
Arya Hungry?                                     ,Koramangala 7th Block,450,4.3,['North Indian']
The Nosh House,Sarjapur Road,600,4.3,"['American', 'Italian', 'Bakery', 'Desserts', 'Sandwich', 'Beverages', 'Salad', 'Rolls']"
Dolci Desserts,Cunningham Road,750,4.3,"['Cafe', 'Desserts']"
The Green Path - Forgotten Food,Malleshwaram,"1,100",4.3,"['North Indian', 'South Indian']"
China Pearl,Koramangala 6th Block,"1,100",4.3,['Chinese']
Hungry Hippie,Koramangala 5th Block,800,4.3,"['Cafe', 'Continental', 'Italian', 'Burger']"
Occasions                                     ,Koramangala 4th Block,400,4.3,"['Bakery', 'Desserts']"
Kota Kachori,Koramangala 6th Block,400,4.3,"['Street Food', 'Desserts', 'North Indian', 'Mithai', 'Rajasthani']"
Boho,Koramangala 5th Block,"1,200",4.3,"['Continental', 'Asian', 'American', 'North Indian', 'Desserts']"
Brownie Heaven,Indiranagar,300,4.3,['Desserts']
Podi Idly,Koramangala 6th Block,250,4.3,['South Indian']
Rara Avis,Sahakara Nagar,"1,000",4.3,"['Kerala', 'North Indian', 'South Indian', 'Chinese']"
BLOW,Church Street,750,4.3,"['Cafe', 'Continental', 'American', 'Burger']"
Ottimo - ITC Gardenia                                     ,ITC Gardenia,"3,000",4.3,"['Italian', 'Salad']"
Hammered,HSR,"1,200",4.3,"['North Indian', 'South Indian', 'Continental', 'Asian']"
Queens,Electronic City,"1,400",4.3,"['North Indian', 'Continental', 'British']"
3 Monkeys Brewpub,"Gopalan Signature Mall, Old Madras Road","2,000",4.3,"['Continental', 'North Indian', 'Chinese', 'Italian']"
The Market - The Ritz-Carlton                                     ,The Ritz-Carlton,"3,400",4.3,"['North Indian', 'European', 'Thai']"
Dakshin - ITC Windsor,ITC Windsor,"4,000",4.3,['South Indian']
The Bier Library,Koramangala 6th Block,"2,000",4.3,"['Continental', 'North Indian', 'Pizza', 'BBQ']"
Barbecoa,"D and N Enterprises, Marathahalli","1,000",4.3,"['North Indian', 'Continental', 'Chettinad', 'Andhra', 'Bengali']"
The Rogue Elephant,Basavanagudi,"1,000",4.3,"['Desserts', 'Asian', 'Beverages']"
Feast - Sheraton Grand Bangalore Hotel at Brigade...,Sheraton Grand Bangalore Hotel at Brigade Gateway,"2,000",4.3,"['North Indian', 'Continental']"
Hanoi - Vietnamese Cuisine,Koramangala 4th Block,"1,000",4.3,['Vietnamese']
The Pump House,JP Nagar,"1,500",4.3,"['Continental', 'Finger Food']"
Dice N Dine,Koramangala 5th Block,900,4.3,"['Continental', 'Cafe', 'Italian', 'Fast Food', 'Steak']"
Once Upon a Rooftop,Jayanagar,"1,000",4.3,"['Pizza', 'Italian', 'Chinese', 'Thai']"
Rasovara,UB City,"1,400",4.3,"['Rajasthani', 'North Indian']"
Cable Car,Jayanagar,"1,000",4.3,"['North Indian', 'Italian']"
Cafe Kaara,Ulsoor,750,4.3,"['Cafe', 'Salad', 'Desserts', 'Pizza']"
Dive,Marathahalli,"1,300",4.3,"['Continental', 'Finger Food']"
Kebabs & Kurries - ITC Gardenia                                     ,ITC Gardenia,"3,500",4.3,"['North Indian', 'Mughlai']"
Qissa Khawani                                     ,Church Street,800,4.3,"['North Indian', 'Mughlai']"
Wok Paper Scissors,Koramangala 5th Block,550,4.3,"['Asian', 'Malaysian', 'Chinese', 'Thai', 'Momos']"
Xpress Biryani                                     ,Ulsoor,650,4.3,"['Biryani', 'North Indian', 'Kebab']"
Hunan,Koramangala 5th Block,"1,100",4.3,"['Chinese', 'Thai', 'Momos']"
Portland Steakhouse & Cafe,MG Road,"1,500",4.3,"['Steak', 'Italian', 'Continental', 'American', 'Burger', 'BBQ', 'Salad']"
New Modern Hotel                                     ,Basavanagudi,150,4.3,['South Indian']
The Marina,Indiranagar,"1,200",4.3,"['South Indian', 'Seafood', 'North Indian', 'Kerala', 'Continental', 'Chinese', 'Chettinad', 'Arabian']"
Dream a Dozen                                     ,JP Nagar,300,4.3,"['Bakery', 'Desserts']"
Al Daaz,HSR,550,4.3,"['North Indian', 'Continental', 'BBQ']"
Stoned Monkey,Banashankari,500,4.3,"['Desserts', 'Ice Cream']"
The Fixx,Koramangala 4th Block,"1,200",4.3,"['Continental', 'South Indian', 'Italian', 'North Indian', 'Chinese']"
The Fisherman's Wharf,Sarjapur Road,"1,400",4.3,"['Seafood', 'Goan', 'North Indian', 'Continental', 'Asian']"
Cakewala,HSR,500,4.3,"['Bakery', 'Desserts']"
Hotel Nalapaka,Rajajinagar,400,4.3,['South Indian']
Spice Terrace - JW Marriott,"JW Marriott Bengaluru, Lavelle Road","3,000",4.3,"['North Indian', 'Seafood']"
The Only Place,Church Street,"1,000",4.3,"['Italian', 'American', 'Steak', 'Continental', 'BBQ', 'Salad']"
The Smoke Co.,Koramangala 6th Block,"2,500",4.3,"['American', 'European']"
Sriracha,UB City,"1,500",4.3,"['Thai', 'Chinese', 'Indonesian', 'Asian', 'Momos']"
Desipun                                     ,Koramangala 5th Block,700,4.2,['North Indian']
Maruthi Davangere Benne Dosa                                     ,Banashankari,150,4.2,['South Indian']
Shree Muthahalli Veg,HSR,300,4.2,"['South Indian', 'North Indian', 'Chinese', 'Juices', 'Ice Cream']"
Cheffu N Stuffu                                     ,Rajarajeshwari Nagar,650,4.2,"['Continental', 'Italian']"
Banjara Melting Pot                                     ,Cunningham Road,"1,700",4.2,"['North Indian', 'Chinese', 'Seafood']"
30 Square                                     ,Koramangala 5th Block,400,4.2,"['Tibetan', 'Nepalese', 'Momos']"
Paranda - Taj Yeshwantpur                                     ,Taj Yeshwantpur,"1,800",4.2,['North Indian']
Laughing Llama Gastropub,Brigade Road,"1,600",4.2,"['Finger Food', 'Continental', 'Pizza']"
Cafe Palmyra,"Palm Meadows Club, Whitefield","2,000",4.2,"['Chinese', 'North Indian', 'Continental', 'Cafe']"
Muthashy's,BTM,400,4.2,"['Kerala', 'South Indian', 'Chinese']"
Biryani Rooh-e-Khaas,HSR,500,4.2,"['Biryani', 'Mughlai']"
Real Fresh Dosa Corner,Brookefield,200,4.2,['South Indian']
Malabar Bay,BTM,800,4.2,"['Kerala', 'Seafood', 'Chinese', 'Biryani', 'Juices']"
Jamavar - The Leela Palace,"The Leela Palace, Old Airport Road","4,000",4.2,"['North Indian', 'South Indian']"
Cafe At The Atelier                                     ,Sarjapur Road,800,4.2,"['Cafe', 'Continental', 'Italian', 'Salad']"
Chetty's Corner                                     ,Seshadripuram,250,4.2,"['Fast Food', 'Pizza', 'Sandwich']"
Auntie Fung's,New BEL Road,600,4.2,"['Asian', 'Chinese']"
Ministry of Food - Hilton Bangalore Embassy GolfLinks,"Hilton Bangalore Embassy GolfLinks, Domlur","3,000",4.2,"['North Indian', 'Asian', 'South Indian', 'Italian', 'European']"
The Kabab Studio - Goldfinch Hotel,"Goldfinch Hotel, Seshadripuram","1,500",4.2,"['North Indian', 'Chinese', 'Continental']"
Feast India Co.                                     ,Cunningham Road,"1,500",4.2,"['Awadhi', 'Bengali', 'North Indian']"
Fabcafe,MG Road,800,4.2,"['Cafe', 'Healthy Food']"
Sri Sairam's Chats and Juice                                     ,Malleshwaram,100,4.2,['Street Food']
Atta Galata                                     ,Koramangala 5th Block,200,4.2,"['Bakery', 'Beverages']"
Upahara Darshini                                     ,Basavanagudi,150,4.2,['South Indian']
Crafted Plate                                     ,JP Nagar,600,4.2,"['Cafe', 'Asian', 'Burger', 'Continental', 'Italian', 'Salad']"
