rest_name,locality,cost_for_two,rating,votes,cuisines
Andhra Vindu Multi Cuisine Restaurant,Marathahalli,600,3.4,12,"['Andhra', 'South Indian', 'Fast Food']"
Royal Cool Joint,Yelahanka,200,3.4,12,"['Beverages', 'Fast Food']"
BHR Foods,Whitefield,350,3.4,7,"['North Indian', 'Chinese', 'Continental', 'Biryani', 'Thai']"
Aaranya Restaurant,HSR,800,3.4,212,"['North Indian', 'Chinese', 'Mughlai']"
The Grand Taj,Shivajinagar,350,3.4,38,"['North Indian', 'Chinese']"
Pepper Pillar,Electronic City,700,3.4,11,['South Indian']
Bambooz,Rajarajeshwari Nagar,800,3.4,8,"['Chinese', 'North Indian']"
Kydz Adda,Banashankari,500,3.4,7,['Continental']
Halli Donne Biryani Nati Style,Basaveshwara Nagar,400,3.4,76,['Biryani']
Chickz N Cheez,Rajajinagar,300,3.4,22,"['North Indian', 'Fast Food']"
Tintin Da Dhaba,Marathahalli,500,3.4,7,['North Indian']
Hotel Upsaar,Rajarajeshwari Nagar,250,3.4,6,['South Indian']
The Crazy Wall,JP Nagar,400,3.4,5,"['Fast Food', 'Beverages']"
Kool Joint,Basaveshwara Nagar,200,3.4,11,"['Ice Cream', 'Juices', 'Fast Food']"
Chicken Hunt,Banashankari,350,3.4,89,"['South Indian', 'North Indian', 'Chinese', 'Biryani']"
Madhuri Idly Dosa Corner,Kaggadasapura,100,3.4,19,['South Indian']
Reddy's Naati Mane,Banaswadi,400,3.4,15,"['South Indian', 'BBQ']"
J J Juice Junction,Jayanagar,150,3.4,6,"['Fast Food', 'Beverages']"
Pai Vihar,City Market,400,3.4,44,"['South Indian', 'Street Food', 'Chinese', 'Fast Food']"
Sri Bhagya Grand,Bannerghatta Road,450,3.4,187,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Beverages']"
Kerala Cafe,Koramangala 7th Block,400,3.4,8,['Kerala']
Green View Dhaba,Yelahanka,650,3.4,38,"['North Indian', 'Chinese']"
Mantap Ice Cream,Majestic,200,3.4,8,['Desserts']
South Treat,Whitefield,400,3.4,5,['South Indian']
Sangeetha Bar & Restaurant,Seshadripuram,800,3.4,11,"['North Indian', 'South Indian']"
Andhra Biriyani,KR Puram,400,3.4,14,"['North Indian', 'Biryani', 'Andhra']"
Just Protein,Hennur,350,3.4,5,"['Chinese', 'Fast Food']"
Bangarpet Chats,HSR,100,3.4,6,['Street Food']
Just Protein,Hennur,350,3.4,5,"['Chinese', 'Fast Food']"
@99,Whitefield,200,3.4,37,"['Mughlai', 'Biryani', 'Chinese', 'North Indian']"
Dakshin,Wilson Garden,450,3.4,48,['South Indian']
Kengeri Hindu Military Hotel,Kengeri,300,3.4,9,"['South Indian', 'Biryani']"
Naina Nand Food Express,HBR Layout,300,3.4,9,"['North Indian', 'Chinese']"
The Hideout Cafe,KR Puram,300,3.4,7,"['Desserts', 'Fast Food']"
Shahi Grill,Marathahalli,400,3.4,4,"['North Indian', 'Chinese']"
Ganesh Fruit Juice Centre,Old Airport Road,100,3.4,13,"['Juices', 'Beverages']"
Crazy Crush - Juices & Desserts Cafe,Whitefield,300,3.4,11,"['Beverages', 'Ice Cream', 'Fast Food']"
Diabetics Dezire Sugarless Sweets and Bakes,Basavanagudi,300,3.4,14,"['Desserts', 'Mithai']"
Kairali Restaurant,Electronic City,400,3.4,19,"['Kerala', 'South Indian']"
Tawa Fresh,Hennur,300,3.4,12,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Rolls']"
Lemon Rice,Ulsoor,100,3.4,12,['South Indian']
Hyderabadi Bawarchi Biriyani,Bellandur,450,3.4,6,['Biryani']
Biryani Dawat,BTM,400,3.4,8,"['Biryani', 'Hyderabadi']"
Paratha Point,KR Puram,250,3.4,15,"['North Indian', 'Chinese']"
Nandanam Family Restaurant,Electronic City,400,3.4,10,"['Kerala', 'Chinese']"
Khushi Kitchen,Thippasandra,400,3.4,78,"['Street Food', 'North Indian', 'Bengali', 'Oriya']"
That Garage Cafe Restaurant,HSR,700,3.4,105,"['North Indian', 'Chinese', 'BBQ']"
Sharma Punjabi Resataurant,Jalahalli,250,3.4,5,['North Indian']
The Nest - The Den Bengaluru,"The Den, Whitefield","1,500",3.4,13,"['Finger Food', 'North Indian', 'Continental']"
Sree Abhiruchi,Thippasandra,400,3.4,6,"['Andhra', 'Biryani']"
Gopal Kabab Centre,JP Nagar,350,3.4,5,['North Indian']
Kriti Dugar,Marathahalli,200,3.4,6,['Desserts']
North Indian Hotel,Shivajinagar,200,3.4,11,['North Indian']
Desi Khana,"Varthur Main Road, Whitefield",300,3.4,245,['North Indian']
Vi Ra's Bar and Restaurant,Banashankari,800,3.4,62,"['South Indian', 'North Indian', 'Chinese']"
Peppermint,Rajajinagar,350,3.4,10,"['Ice Cream', 'Fast Food']"
Holiday Fast Food,Ejipura,300,3.4,21,"['North Indian', 'South Indian', 'Chinese']"
Lifetree Café,Richmond Road,700,3.4,10,"['North Indian', 'Chinese', 'Continental']"
Perch,BTM,350,3.4,17,['Italian']
Altaj Restaurant,Rajajinagar,700,3.4,7,"['North Indian', 'Chinese']"
Hic! Lounge Bar - Olde Bangalore,Olde Bangalore,"1,100",3.4,7,['Finger Food']
Hotel Narmada Andhra Style,Sarjapur Road,400,3.4,5,"['Andhra', 'South Indian']"
Foodee Adda,Hennur,350,3.4,9,"['Chinese', 'Fast Food']"
AM's Cafe Recreate,BTM,250,3.4,11,"['Chinese', 'North Indian']"
Kengeri Hindu Military Hotel,Kengeri,300,3.4,9,"['South Indian', 'Biryani']"
Classic Biryani Hut,HSR,300,3.4,10,"['Biryani', 'Fast Food']"
No 10 Fort Cochin,Residency Road,500,3.4,12,"['South Indian', 'Seafood', 'Kerala', 'Biryani']"
Sri Sai Cafe,Yelahanka,300,3.4,8,['South Indian']
Mallige Ootada Mane,Vijay Nagar,300,3.4,14,['South Indian']
Star Biryani & Kebab Centre,Rajajinagar,150,3.4,10,"['Biryani', 'Kebab']"
Marathi Samrajya,Koramangala 4th Block,250,3.4,13,"['Maharashtrian', 'Street Food']"
Chattorey - The Family Restaurant,Marathahalli,400,3.4,37,"['North Indian', 'Chinese', 'South Indian', 'Rolls']"
Dharwad Line Bazar Mishra Pedha,Rajajinagar,150,3.4,8,['Desserts']
The Vintage Cafe,Banashankari,400,3.4,64,"['Cafe', 'French', 'North Indian']"
Mr Gola,"Royal Meenakshi Mall, Bannerghatta Road",100,3.4,10,['Desserts']
Marea-Bar - Howard Johnson Bengaluru,Howard Johnson Bengaluru Hebbal,"2,000",3.4,15,['Finger Food']
Bamboo Shore Cafe,Kumaraswamy Layout,700,3.4,27,"['Fast Food', 'BBQ']"
Chatora,Marathahalli,300,3.4,121,"['North Indian', 'Fast Food', 'Street Food']"
Moradabadi Special Biryani,HSR,250,3.4,6,['Biryani']
Saarangi Express,Jayanagar,250,3.4,6,"['Fast Food', 'South Indian']"
S R Kabab Corner,Old Madras Road,250,3.4,6,"['North Indian', 'Chinese']"
J J Juice Junction,Jayanagar,150,3.4,6,"['Fast Food', 'Beverages']"
Davanagere Benne Dosa Hotel,Yelahanka,100,3.4,8,['South Indian']
Kreme Delight,Whitefield,300,3.4,21,"['Bakery', 'Desserts']"
Ambur Biryani Mess,Koramangala 6th Block,250,3.4,18,['Biryani']
Blend - Royal Orchid Suites,"Royal Orchid Suites, Whitefield","1,300",3.4,16,"['Chinese', 'North Indian']"
Hotel Diamond Paradise,Peenya,500,3.4,12,"['South Indian', 'North Indian', 'Chinese']"
Chef's Bank,Hotel Krishinton - Yeshwantpur,700,3.4,19,"['North Indian', 'Chinese']"
Rayalaseema Foods,Whitefield,400,3.3,9,"['Andhra', 'Hyderabadi', 'Biryani']"
Shree Guru Juice 'N' Ice,Bannerghatta Road,250,3.3,5,"['Fast Food', 'Chinese', 'Beverages']"
KhanaRozanna,HSR,200,3.3,4,['North Indian']
Diya's Findish,Bommanahalli,500,3.3,6,"['North Indian', 'Chinese', 'Bengali']"
Punjab Di Rasoi,Whitefield,400,3.3,7,['North Indian']
Ifruit Ice Cream,Kumaraswamy Layout,150,3.3,4,"['Desserts', 'Ice Cream']"
Mad Kitchen,Whitefield,300,3.3,6,"['North Indian', 'Chinese']"
CakeBox,"Krishna Kuteer, HSR",400,3.3,21,"['Bakery', 'Desserts']"
Q3 Food Corner,New BEL Road,500,3.3,7,"['South Indian', 'North Indian']"
Sri Ganesh Fruit Juice Centre,Malleshwaram,100,3.3,5,['Juices']
NDS Food Corner,Kengeri,250,3.3,15,['North Indian']
Smack Cafe,Koramangala 1st Block,400,3.3,4,['Cafe']
Nature's Restaurant,Domlur,300,3.3,4,"['Chinese', 'Mangalorean', 'North Indian']"
Cafe Columbia,"Varthur Main Road, Whitefield",300,3.3,5,"['North Indian', 'Continental', 'South Indian']"
Zero Degree,Shanti Nagar,250,3.3,5,"['Ice Cream', 'Beverages']"
Sri Udupi Veg,Jayanagar,250,3.3,4,['South Indian']
Basaveshwara Khanavali,Electronic City,100,3.3,4,['South Indian']
Frosty Bite,Vijay Nagar,150,3.3,8,"['Beverages', 'Juices']"
Maa Durga Restaurant,Whitefield,300,3.3,4,['North Indian']
Tasty Food,Whitefield,300,3.3,4,"['North Indian', 'Chinese']"
Cafe HIGHRANGERS,Electronic City,400,3.3,4,"['Cafe', 'Fast Food', 'Chinese']"
ADB Donne Biryani,Nagarbhavi,350,3.3,8,"['South Indian', 'Biryani']"
Prawn Crunch,BTM,400,3.3,8,"['Fast Food', 'Seafood']"
The Andhra Bhojanam,"ITPL Main Road, Whitefield",300,3.3,7,['South Indian']
Nirvana Bar - Manipal County,"Manipal County, Electronic City","1,000",3.3,6,['Finger Food']
Melting Melodies,Malleshwaram,250,3.3,11,"['Desserts', 'Bakery']"
Ambur Biryani Zone,Malleshwaram,150,3.3,4,"['Biryani', 'Kebab']"
Daivik,Race Course Road,650,3.3,6,"['North Indian', 'South Indian', 'Chinese']"
Hungry Kya?,Electronic City,400,3.3,8,"['North Indian', 'Chinese']"
Jolada Rotti Uta,Rajarajeshwari Nagar,200,3.3,4,['South Indian']
Adda,Shanti Nagar,300,3.3,5,['South Indian']
Picnik,Whitefield,300,3.3,4,"['North Indian', 'Street Food', 'Beverages']"
Ambur Darbar Biriyani Point,Yeshwantpur,200,3.3,24,['Biryani']
Five Star Chicken,Jalahalli,250,3.3,4,"['Fast Food', 'Rolls']"
Desi Dhaba,BTM,400,3.3,13,"['North Indian', 'Chinese']"
Sri Durga Grand,Rajajinagar,300,3.3,5,"['South Indian', 'Chinese']"
Royal Rolls,Mysore Road,400,3.3,4,"['North Indian', 'Chinese', 'Rolls']"
New GFC,Rajarajeshwari Nagar,300,3.3,8,['South Indian']
Celeste's Kitchen,Domlur,400,3.3,5,"['Chinese', 'Fast Food', 'North Indian']"
Poornima Restaurant,Wilson Garden,200,3.3,29,['South Indian']
Ambur Darbar Biriyani Point,Yeshwantpur,200,3.3,24,['Biryani']
Biryani Joint,Kammanahalli,200,3.3,4,"['South Indian', 'Biryani']"
Habib Shaheb Kolkatta Katti Rolls,Whitefield,200,3.3,4,"['Rolls', 'Chinese']"
Lion City Restaurant and Cafe,Electronic City,300,3.3,5,"['North Indian', 'South Indian', 'Chinese']"
Supreme Biryani,Bellandur,500,3.3,19,['Biryani']
PlanB Eatout,RT Nagar,200,3.3,6,['South Indian']
Inchara Restaurant,Basavanagudi,300,3.3,4,"['North Indian', 'Chinese']"
Cafe Conico,Bannerghatta Road,300,3.3,4,"['Cafe', 'Fast Food']"
Cream and Fudge,"Brookefields Mall, Brookefield",250,3.3,13,"['Ice Cream', 'Desserts']"
Udupi Upachar,Magadi Road,250,3.3,6,"['South Indian', 'North Indian', 'Chinese']"
Pasta de Indifused,Rajarajeshwari Nagar,500,3.3,8,['Italian']
Lotus Royal Cuisine,Residency Road,750,3.3,13,"['North Indian', 'Chinese']"
Nisarga Restaurant,Majestic,350,3.3,6,"['Mangalorean', 'Chinese', 'North Indian', 'Seafood']"
Taste,Frazer Town,400,3.3,6,"['North Indian', 'Kebab', 'Chinese']"
Abhinandana Family Dhaba,Kanakapura Road,300,3.3,4,"['North Indian', 'Chinese']"
Samrat Family Restaurant & Bar,RT Nagar,600,3.3,8,"['North Indian', 'Andhra', 'Chinese']"
Hotel Arkavathi,Kumaraswamy Layout,250,3.3,5,['South Indian']
Hotel Food Zone,Electronic City,350,3.3,9,"['North Indian', 'Chinese']"
New Prashanth Hotel,Yelahanka,300,3.3,10,['South Indian']
The Banana Kick,New BEL Road,600,3.3,9,"['Cafe', 'Beverages']"
Costa Biryanis,Marathahalli,300,3.3,14,"['Andhra', 'Biryani', 'North Indian', 'South Indian']"
Caferia,Frazer Town,200,3.3,6,"['Fast Food', 'Street Food']"
By 2 Cafe,Vijay Nagar,100,3.3,6,['South Indian']
Chick Blast,Electronic City,400,3.3,6,['Fast Food']
Lassi Corner,Marathahalli,250,3.3,73,"['Beverages', 'Sandwich']"
The Three Dragons,Electronic City,400,3.3,5,['Chinese']
New Udupi Upahar,Jalahalli,250,3.3,5,"['South Indian', 'North Indian', 'Chinese']"
Hashtag Kitchen,Marathahalli,600,3.3,46,"['North Indian', 'Biryani', 'Chinese']"
Biriyummy,Banaswadi,250,3.3,6,"['Biryani', 'Kebab']"
White Horse Pulse Resto Bar,Bellandur,"1,000",3.3,6,"['North Indian', 'Chinese']"
Lassi Corner,Mysore Road,100,3.3,6,"['Beverages', 'Juices']"
Tea N Treat House,Rajarajeshwari Nagar,150,3.3,4,"['Burger', 'Sandwich', 'Arabian', 'Beverages']"
Sai Samosa & Chat Corner,Bannerghatta Road,200,3.3,9,"['Fast Food', 'Street Food']"
Kerala Mess,Marathahalli,300,3.3,9,"['Kerala', 'Chinese', 'South Indian']"
Night Biryani,BTM,600,3.3,21,"['Biryani', 'North Indian']"
Kadavu Shappu Currys,HSR,400,3.3,57,['Kerala']
Aami Kolkata,Bannerghatta Road,600,3.3,5,['Bengali']
Pavan Tiffin Center,HSR,300,3.3,9,['South Indian']
The Sip Shop,Basavanagudi,200,3.3,5,"['Pizza', 'Beverages', 'Ice Cream']"
Batter Splatter,Lavelle Road,350,3.3,5,['Bakery']
Al Hayath Ambur Biryani,Ejipura,200,3.3,9,['Biryani']
Spicy 9,Sanjay Nagar,400,3.3,12,"['North Indian', 'Chinese']"
Annapurna's Andhra Style Family Restaurant,Yelahanka,450,3.3,5,"['Andhra', 'Chinese', 'North Indian']"
Lazeeza,Jayanagar,150,3.3,4,['Juices']
Swagatham Rayalaseema Ruchulu,Kalyan Nagar,600,3.3,24,[]
Iyengar Bakery,Basaveshwara Nagar,200,3.3,4,['Bakery']
Andhra Bhojanam,BTM,600,3.3,24,"['Andhra', 'Biryani', 'North Indian']"
Asia Seven,"Phoenix Market City Mall, Whitefield",300,3.3,4,['Chinese']
Juicy & Spicy,JP Nagar,150,3.3,8,"['Bakery', 'Fast Food']"
Dabba Gosht,"Varthur Main Road, Whitefield",400,3.3,24,"['Arabian', 'Middle Eastern']"
Desi Aahar,BTM,400,3.3,8,"['North Indian', 'Chinese', 'Seafood']"
Nandini Vihar,Peenya,450,3.3,10,"['South Indian', 'North Indian', 'Chinese']"
Cafe Qissa,Kalyan Nagar,100,3.3,5,"['Burger', 'Cafe', 'Drinks Only', 'Juices']"
Dusk Till Dawn Cafe,Magadi Road,300,3.3,4,"['Fast Food', 'Rolls']"
Paratha Hub,Rammurthy Nagar,200,3.3,4,['North Indian']
Cafe Bengaluru,Magadi Road,300,3.3,47,"['Fast Food', 'Beverages']"
Subzero Korner,Basavanagudi,250,3.3,5,['Fast Food']
The Monalisa Restaurant,Koramangala 5th Block,300,3.3,4,['Chinese']
Foodies Club,BTM,300,3.3,5,"['South Indian', 'Chinese', 'North Indian', 'Sandwich', 'Rolls']"
Amaravati Grand,BTM,550,3.3,7,"['Chinese', 'Andhra', 'Mangalorean']"
Santosh Chat House,Infantry Road,100,3.3,4,['Street Food']
Fuel Juice Shop,HBR Layout,150,3.3,4,"['Beverages', 'Juices', 'Ice Cream']"
Bawarchi Khaana,Bellandur,600,3.3,56,"['North Indian', 'Chinese']"
Sai Ram Andhra Mess,Bellandur,300,3.3,9,"['South Indian', 'North Indian']"
Whitefield Dum Biriyani,Whitefield,250,3.3,6,['Biryani']
The Lemon Grass Kitchen,Electronic City,300,3.3,5,"['Chinese', 'Thai']"
Mistaan Sweets And Chaat,HSR,200,3.3,4,"['Street Food', 'Mithai']"
Ghar Ka Bhojan,Domlur,200,3.3,7,"['North Indian', 'Healthy Food']"
Andhra Mess,Domlur,400,3.3,131,"['Andhra', 'Biryani', 'Chinese']"
Hotel Taj Delight,New BEL Road,600,3.3,19,"['North Indian', 'Biryani', 'Arabian']"
SLV Grand,"ITPL Main Road, Whitefield",300,3.3,69,['South Indian']
Hotel Fish Land,Hebbal,250,3.3,6,"['Seafood', 'Biryani']"
Golden Restaurant,HSR,750,3.3,413,"['North Indian', 'Mughlai']"
Midtown Cafe,Yelahanka,450,3.3,5,"['Cafe', 'Continental', 'Italian', 'Beverages']"
South Indian Kitchen,JP Nagar,300,3.3,6,"['Asian', 'BBQ', 'South Indian', 'Chinese']"
Public Cafe,JP Nagar,700,3.3,4,['Continental']
Bhavani Upahara,Bannerghatta Road,250,3.3,9,['South Indian']
Qooked Restaurant,New BEL Road,300,3.3,4,"['South Indian', 'Andhra', 'Chinese', 'North Indian']"
Pacheeze Cafe,KR Puram,500,3.3,136,"['Cafe', 'Italian', 'Chinese', 'Pizza', 'Burger', 'Fast Food']"
Olive - Era,Kumaraswamy Layout,650,3.3,522,"['Arabian', 'Chinese', 'North Indian']"
The Higher Taste,Sanjay Nagar,350,3.3,6,"['North Indian', 'Fast Food']"
Food Star,Kammanahalli,500,3.3,5,"['North Indian', 'Chinese']"
New Prashantha Naati Corner,Rajajinagar,400,3.3,6,['South Indian']
Raj Restaurant Veg & Non- Veg,Yelahanka,400,3.3,6,"['North Indian', 'Chinese']"
Suvaai Restaurant,Indiranagar,100,3.3,11,['South Indian']
The Pakoda Shop,Kalyan Nagar,150,3.3,12,['Street Food']
Momos Corner,HSR,250,3.3,6,['Chinese']
Marunadan Kada,BTM,250,3.3,6,"['Kerala', 'Tea']"
MJ Fast Food,Rajarajeshwari Nagar,350,3.3,5,"['Chinese', 'North Indian']"
The Chevron Brigade,Brigade Road,"1,200",3.3,4,"['Fast Food', 'Biryani', 'Chinese']"
LK Restaurant Multi Cuisine,Jakkur,700,3.3,5,"['North Indian', 'Chinese', 'Andhra']"
Nellore Abhiruchi,HSR,300,3.3,7,"['Biryani', 'South Indian']"
Nandhi Gardenia,International Airport,800,3.3,7,"['North Indian', 'Arabian']"
Indian Dhaba,HSR,450,3.3,7,"['North Indian', 'Chinese']"
Delifusion - Hunger Sorted,Bannerghatta Road,500,3.3,6,"['Continental', 'Chinese', 'North Indian']"
Sri Punjabi Dhaba,BTM,400,3.3,61,['North Indian']
Wow Lassi,Bommanahalli,200,3.3,5,"['Beverages', 'Ice Cream']"
Lassi Like,Yelahanka,200,3.3,6,"['Fast Food', 'Beverages', 'Desserts']"
Ambur Biriyani Classic,Electronic City,700,3.3,136,"['Biryani', 'South Indian', 'North Indian']"
Sri Venkateshwara Sweets Chats Juice Centre,HBR Layout,100,3.3,5,"['Beverages', 'Juices', 'Street Food']"
Chillax,Bommanahalli,300,3.3,4,"['Fast Food', 'Beverages']"
Dadaba's,Jayanagar,300,3.3,6,['Fast Food']
Hungry Wok,Whitefield,400,3.3,5,"['Chinese', 'North Indian']"
Sabu,Hennur,600,3.3,4,"['Continental', 'American']"
Bakewalk,Wilson Garden,200,3.3,4,"['Bakery', 'Arabian']"
Canara Coastal,RT Nagar,400,3.3,4,"['Mangalorean', 'Seafood', 'Chinese']"
Ganga Delicacy,Rajajinagar,400,3.3,6,"['North Indian', 'Chinese']"
Bisimillah Biriyani's & Kebab's,BTM,300,3.3,6,"['Biryani', 'Fast Food']"
Paisa Vasool,Domlur,400,3.3,8,['North Indian']
Deepak Fast Food,Marathahalli,350,3.3,4,['Fast Food']
Hotel Arogya,HSR,400,3.3,5,"['South Indian', 'North Indian', 'Chinese']"
Biriyani Katte,Mysore Road,250,3.3,8,['Biryani']
Melange - Hotel Ekaa,"Hotel Ekaa, Electronic City",900,3.3,437,"['North Indian', 'Chinese', 'Continental', 'Mangalorean']"
Sub Spot,Koramangala 6th Block,400,3.3,4,"['Salad', 'Sandwich']"
Cafe Oleiva,Thippasandra,500,3.3,6,['Cafe']
Ranga's Paradise,Banaswadi,150,3.3,38,['South Indian']
Shipra Foods,KR Puram,250,3.3,5,"['Fast Food', 'Pizza', 'Street Food']"
Rustic Treats,Jayanagar,400,3.3,4,"['Street Food', 'Cafe']"
Lassi Spot,Kumaraswamy Layout,150,3.3,5,['Beverages']
Ruchi  Maayaka,Banashankari,100,3.3,8,['South Indian']
Kalkata Kati Roll,Sahakara Nagar,150,3.3,7,"['Fast Food', 'Rolls']"
Ketty's Corner,New BEL Road,200,3.3,4,"['Fast Food', 'Street Food', 'Beverages']"
Majestic Hotel,Majestic,400,3.3,15,"['North Indian', 'Chinese']"
Whats Ap,Whitefield,800,3.3,9,['Andhra']
Xpress Kitchen,Electronic City,500,3.3,8,"['North Indian', 'Chinese']"
Indian Cafe,Infantry Road,200,3.3,4,"['Beverages', 'Juices', 'Ice Cream']"
French Bakery,BTM,250,3.3,7,"['Desserts', 'Bakery', 'Beverages']"
UNIK Food,Jayanagar,300,3.3,4,"['North Indian', 'Chinese']"
Freshii's Brunch,Kanakapura Road,200,3.3,4,"['North Indian', 'Chinese', 'Gujarati', 'South Indian']"
Sree Gajanana Fruit Juice Centre,Kammanahalli,150,3.3,6,"['Juices', 'Fast Food']"
Uttara Karanataka Mess,JP Nagar,200,3.3,5,['South Indian']
Sri Udupi Grand,Whitefield,200,3.3,4,"['South Indian', 'Chinese']"
India Garden,Electronic City,550,3.3,221,"['North Indian', 'Chinese', 'Fast Food', 'Beverages']"
Dhaba Central,HSR,650,3.3,5,['North Indian']
Delhi Bhavan,Commercial Street,150,3.3,11,"['Street Food', 'Mithai', 'North Indian']"
Nammora Oota,Nagarbhavi,500,3.3,4,['South Indian']
Kenriy The Restro,Kammanahalli,800,3.3,6,"['Goan', 'Mangalorean']"
SeeYa Restaurant,KR Puram,350,3.3,4,"['North Indian', 'Kerala', 'Chinese']"
Gongura Biriyani House,Nagawara,700,3.3,6,"['Andhra', 'Biryani']"
Raees Restaurant,Banaswadi,500,3.3,6,"['Chinese', 'North Indian', 'South Indian']"
Muddhe Oota,KR Puram,400,3.3,9,"['Andhra', 'Biryani', 'Fast Food']"
Shreya Ranna Ghar,Brookefield,350,3.3,6,"['Bengali', 'North Indian']"
Nutripress,Koramangala 8th Block,200,3.3,4,['Juices']
Wow Chaats,Old Madras Road,200,3.3,4,['Street Food']
Tiffin's Corner,Kalyan Nagar,150,3.3,10,['South Indian']
Ruchir,Electronic City,600,3.3,7,"['North Indian', 'South Indian', 'Biryani']"
Shawarma Bae,BTM,200,3.3,8,"['Beverages', 'Fast Food']"
Balaji Mess,Sahakara Nagar,250,3.3,6,['Andhra']
Udupi Gardenia,Banaswadi,400,3.3,21,['South Indian']
The Bao Belly,Residency Road,400,3.3,9,['Cafe']
Mathsya Darshini,Lavelle Road,350,3.3,59,"['Seafood', 'Mangalorean']"
Mukund Iyengar Bakery,Vijay Nagar,200,3.3,6,['Bakery']
Indian Chicken Biryani Point,Rajajinagar,300,3.3,6,['Biryani']
Mom's Momos,Bannerghatta Road,300,3.3,7,['Chinese']
SR Biriyani Palace,HSR,300,3.3,8,['Andhra']
Paanwadi,HSR,100,3.3,6,"['Desserts', 'Paan']"
Kabab Mall,Kanakapura Road,350,3.3,7,"['Chinese', 'Mughlai']"
Tindi Theru,Kumaraswamy Layout,150,3.3,4,['South Indian']
Sai Samosa and Chat Centre,Bannerghatta Road,200,3.3,4,"['Street Food', 'Fast Food']"
Vallari Roti Ghar,Seshadripuram,250,3.3,5,['North Indian']
Scoops And Sip,Yelahanka,300,3.3,7,"['Desserts', 'Beverages', 'Sandwich']"
The Nesara Grand,Jalahalli,800,3.3,7,"['North Indian', 'Chinese']"
Bhaijaan Barbeques,BTM,200,3.3,4,"['Mughlai', 'Arabian', 'BBQ']"
Ruchi Juice & Chats,Rajarajeshwari Nagar,200,3.3,6,"['Street Food', 'Beverages', 'Juices']"
Fresh 'N' Grills,Electronic City,500,3.3,240,"['North Indian', 'Chinese']"
Grand Sweets & Snacks,Malleshwaram,300,3.3,5,"['Mithai', 'Fast Food']"
Give Me 5 Cafe,Indiranagar,500,3.3,90,"['Cafe', 'Healthy Food']"
Chaska Box,Sarjapur Road,"1,400",3.3,4,"['Bakery', 'Desserts']"
Hotel Krishna Sagar,Peenya,400,3.3,6,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Juices']"
G Resto Cafe,Koramangala 4th Block,400,3.3,4,"['Cafe', 'Fast Food', 'Beverages']"
Santhrupthi,Electronic City,550,3.3,6,"['Andhra', 'South Indian', 'North Indian', 'Biryani']"
Sun Cafe,New BEL Road,300,3.3,4,"['North Indian', 'Chinese', 'Rolls']"
Caffè Delicia,Hebbal,400,3.3,5,"['North Indian', 'Chinese']"
Sky Bakery and Cafe,Bommanahalli,350,3.3,5,"['Bakery', 'Cafe']"
Ali Snacks Point,Malleshwaram,200,3.3,4,['Momos']
Wimpie,Sarjapur Road,600,3.3,4,"['South Indian', 'North Indian', 'Continental', 'Chinese']"
DS Juice Café & Grill,HSR,200,3.3,69,"['Fast Food', 'Juices', 'Chinese']"
New Limra Hotel,BTM,200,3.3,5,"['South Indian', 'Biryani', 'Fast Food']"
Irie,Hotel Jamayca,800,3.3,4,"['North Indian', 'Chinese']"
Nebula,"Galaxy Club, Brigade Gateway, Malleshwaram",700,3.3,6,"['North Indian', 'Chinese', 'Thai', 'Italian', 'South Indian']"
Nila Food Corner,Sahakara Nagar,200,3.3,6,['South Indian']
DS Juice Café & Grill,HSR,200,3.3,69,"['Fast Food', 'Juices', 'Chinese']"
Astle Restaurant,Hebbal,700,3.3,6,"['Arabian', 'Chinese', 'Seafood']"
Mandya Gowdru Hotel,Brookefield,200,3.3,5,['South Indian']
Bitez,Banashankari,100,3.3,5,['Fast Food']
L J Fast Food,Malleshwaram,300,3.3,6,['Chinese']
Mandya Naati Style Hotel,Marathahalli,300,3.3,4,['South Indian']
New Mogul Empire,JP Nagar,300,3.3,7,"['North Indian', 'Chinese']"
Grand Food,Banashankari,250,3.3,8,"['South Indian', 'Bakery', 'Chinese']"
House of Mandarin,HSR,300,3.3,4,['Chinese']
Eatato Snack Bar,Brigade Road,400,3.3,11,"['South Indian', 'North Indian', 'Chinese', 'Rolls', 'Fast Food']"
South Saviruchi,Jalahalli,250,3.3,8,['South Indian']
Nammura Baduta,Vasanth Nagar,350,3.3,8,['South Indian']
Andhra Ruchulu,Electronic City,250,3.3,5,['South Indian']
Joshi's Mumbai Masala,Basavanagudi,150,3.3,6,"['Street Food', 'Fast Food']"
Hotel Thazooq,Koramangala 1st Block,350,3.3,6,"['North Indian', 'Chinese', 'Biryani']"
Basaveshwara Khanavali,Bellandur,150,3.3,11,['South Indian']
Laziz Kitchen,Nagarbhavi,550,3.3,7,['North Indian']
Aathurar,Jeevan Bhima Nagar,600,3.3,583,"['Chettinad', 'Biryani', 'South Indian', 'Seafood']"
Parinitha Biryani Corner,Magadi Road,300,3.3,5,"['Biryani', 'Kebab']"
Amara Food Point,BTM,250,3.3,4,['South Indian']
Arina's,Frazer Town,250,3.3,5,"['Fast Food', 'Chinese']"
Kabab Ghar,BTM,600,3.3,14,"['Biryani', 'North Indian', 'Kebab']"
