rest_index,rest_name,locality,cost_for_two,rating,votes,score,cuisines
2278,The Donut Baker,"Forum Mall, Koramangala",150,3.8,62,3.727,['Desserts']
2543,Cafe Alchemist,BTM,300,3.8,62,3.727,"['Fast Food', 'Juices']"
2415,Shimmer - Taj Yeshwantpur,Taj Yeshwantpur,"1,500",3.8,62,3.727,"['Chinese', 'Japanese']"
2244,Dolphin Bar,Frazer Town,"1,000",3.8,62,3.727,"['Chinese', 'Finger Food', 'North Indian', 'Seafood']"
2523,Roll N Roll,Nagawara,200,3.8,62,3.727,"['Fast Food', 'Rolls']"
2552,Danapani,JP Nagar,500,3.8,60,3.726,"['North Indian', 'South Indian', 'Chinese']"
2422,Olive Tree,"West Fort Hotel, Magadi Road",700,3.8,60,3.726,"['North Indian', 'South Indian', 'Chinese']"
2710,Entree Cafe,Electronic City,400,3.8,61,3.726,"['Cafe', 'Desserts']"
2449,Iyer's Tiffin Centre,Banashankari,150,3.8,61,3.726,"['South Indian', 'Chinese']"
2817,Laziz Pizza,Koramangala 7th Block,400,3.8,61,3.726,"['Fast Food', 'Pizza']"
2473,Upahara Bhavan,Bannerghatta Road,300,3.8,61,3.726,"['South Indian', 'North Indian', 'Chinese']"
2650,Nandanam Restaurant,Electronic City,400,3.8,61,3.726,"['North Indian', 'South Indian']"
2232,Kolkata Famous Kati Rolls,Marathahalli,100,3.8,61,3.726,"['Fast Food', 'Rolls']"
2291,The Eatery Cafe & Restaurant,Marathahalli,800,3.8,60,3.726,['Fast Food']
2878,House of Torte,Kaggadasapura,450,3.8,60,3.726,"['Bakery', 'Cafe', 'Burger', 'Fast Food']"
2398,J Spice,Banashankari,750,3.8,59,3.725,"['North Indian', 'Chinese']"
2496,Donne Biryani House,Malleshwaram,300,3.8,59,3.725,"['Andhra', 'Biryani']"
2470,Tewari Bros Mithai Shoppie,Commercial Street,300,3.8,59,3.725,"['Fast Food', 'Mithai']"
2455,Vinaya Coffee Moments,JP Nagar,450,3.8,59,3.725,"['Cafe', 'Fast Food', 'Beverages']"
2634,Kadala Teera,Sarjapur Road,500,3.8,59,3.725,"['Seafood', 'Mangalorean']"
2657,Hunger Twist,Kalyan Nagar,300,3.8,59,3.725,"['Fast Food', 'Burger']"
2670,The Food Cottage,BTM,350,3.8,59,3.725,"['Hyderabadi', 'North Indian']"
2860,Recipe Box,Electronic City,400,3.8,59,3.725,"['Chinese', 'Beverages']"
2592,Upsouth,"Orion East, Banaswadi",300,3.8,59,3.725,['South Indian']
2369,Mira's Dial-A-Cake,Kanakapura Road,400,3.8,59,3.725,"['Desserts', 'Bakery']"
2228,New Shanthi Upahar,Jayanagar,200,3.8,58,3.724,['South Indian']
2363,Cafe Solaire - Golden Palms Hotel & Spa,Golden Palms Hotel & Spa,"1,200",3.8,58,3.724,"['Mughlai', 'North Indian']"
2463,Greens Veg,Kumaraswamy Layout,200,3.8,58,3.724,['South Indian']
2234,Udupi Gokul Cafe,BTM,300,3.8,58,3.724,['South Indian']
2856,Burger Man,Yelahanka,200,3.8,58,3.724,"['Fast Food', 'Burger']"
2416,Tisano Cafe,Bannerghatta Road,500,3.8,56,3.723,"['Cafe', 'Fast Food', 'Chinese', 'Continental']"
2395,The Lobby Lounge - Shangri-La Hotel,"Shangri-La Hotel, Vasanth Nagar ","2,000",3.8,56,3.723,['Cafe']
2476,Mota Bawarchi,Indiranagar,500,3.8,56,3.723,"['North Indian', 'Fast Food']"
2428,Calicut Durbar,BTM,500,3.8,57,3.723,"['Arabian', 'North Indian']"
2704,China Hut,Frazer Town,500,3.8,56,3.723,['Chinese']
2900,The ThickShake Factory,Bellandur,350,3.8,56,3.723,"['Beverages', 'Juices']"
2302,FNC Seafood,"Forum Mall, Koramangala",400,3.8,56,3.723,"['Seafood', 'Fast Food']"
2337,Sandwich Mama's And Frozen Monster,Jayanagar,250,3.8,55,3.722,"['Ice Cream', 'Beverages', 'Fast Food']"
2224,Mama Mimi Momo,Rajarajeshwari Nagar,150,3.8,55,3.722,"['Tibetan', 'Momos']"
2815,Kolkata Famous Kati Rolls,Hennur,100,3.8,55,3.722,"['Fast Food', 'Rolls']"
2397,Sukh Sagar Food Court,Majestic,350,3.8,55,3.722,"['North Indian', 'South Indian', 'Chinese', 'Desserts', 'Street Food']"
2721,Al Fanar,RT Nagar,350,3.8,54,3.721,"['Biryani', 'North Indian', 'Chinese']"
2309,Strawbees,Kaggadasapura,350,3.8,54,3.721,"['Bakery', 'Desserts']"
2681,Frosting Flavours,Whitefield,150,3.8,54,3.721,['Desserts']
2208,King Punjabi Restaurant,BTM,300,3.8,53,3.72,['North Indian']
2471,Chaat Trail By Moti Mahal,HSR,300,3.8,53,3.72,"['Street Food', 'Beverages', 'South Indian', 'North Indian', 'Ice Cream', 'Mithai', 'Rajasthani']"
2791,Warm Oven,Kaggadasapura,500,3.8,53,3.72,"['Bakery', 'Desserts']"
2505,The Park East 01,Race Course Road,750,3.8,53,3.72,"['North Indian', 'Chinese']"
2239,Krishna Sagar,BTM,300,3.8,52,3.719,"['South Indian', 'North Indian', 'Chinese']"
2778,Sannidhi Grand,Kammanahalli,300,3.8,52,3.719,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
2542,Bon Appetit Resto,New BEL Road,300,3.8,52,3.719,"['North Indian', 'Chinese']"
2442,Nutri Rich,Koramangala 7th Block,350,3.8,52,3.719,['Healthy Food']
2499,Maa Tara Hotel,Electronic City,400,3.8,52,3.719,"['Chinese', 'North Indian']"
2538,La Estranger Cafe,HSR,500,3.8,52,3.719,"['Cafe', 'Burger', 'Sandwich', 'Beverages']"
2684,Sahana's (Nati Style),Wilson Garden,350,3.8,51,3.718,['North Indian']
2461,Tango,Basaveshwara Nagar,200,3.8,51,3.718,['Fast Food']
2247,Bharathi Refreshments,Wilson Garden,150,3.8,51,3.718,['South Indian']
2414,Gangotree,Race Course Road,150,3.8,51,3.718,['Street Food']
2472,Patels Inn,RT Nagar,750,3.8,51,3.718,"['North Indian', 'Chinese']"
2793,Just Homely,Electronic City,300,3.8,51,3.718,['North Indian']
2899,Ice N Fries Cafe,Sarjapur Road,200,3.8,51,3.718,"['Ice Cream', 'Fast Food', 'Burger', 'Pizza', 'Sandwich', 'Desserts', 'Beverages']"
2668,Kadak Biryanis & Grill,Jakkur,500,3.8,51,3.718,['Biryani']
2646,Crown Gold,Koramangala 4th Block,400,3.8,50,3.717,"['South Indian', 'Chinese', 'Seafood']"
2834,Star Biriyani,Koramangala 3rd Block,300,3.8,50,3.717,"['Biryani', 'South Indian']"
2654,English Channel,The Royal Comfort,"1,200",3.8,50,3.717,['Finger Food']
2374,Cedar Bar & Dive - Hotel Presidency,Electronic City,"1,200",3.8,49,3.716,"['North Indian', 'Thai', 'Chinese', 'Continental']"
2187,Cafe Soy,Indiranagar,250,3.8,49,3.716,['Asian']
2723,Rambhavan Sweets,Nagarbhavi,200,3.8,49,3.716,"['Bakery', 'Mithai']"
2808,Ovenstory Pizza,RT Nagar,800,3.8,49,3.716,['Pizza']
2346,Kudil Kerala Kitchen,Marathahalli,300,3.8,49,3.716,['Kerala']
2484,Mist n Creams,Marathahalli,400,3.8,49,3.716,['Ice Cream']
2688,Dreamland Food Corner,Hennur,400,3.8,48,3.715,"['Fast Food', 'Desserts']"
2504,Hari Burger Corner,Jayanagar,200,3.8,48,3.715,['Fast Food']
2298,Ranganatha Veg,Mysore Road,100,3.8,48,3.715,['South Indian']
2587,The Hundred Food Journey,"IMG Hotels, New BEL Road","1,100",3.8,47,3.714,"['Continental', 'Italian']"
2352,La Grande Cafe,Jayanagar,400,3.8,47,3.714,['Cafe']
2188,Theeram Restaurant,Sarjapur Road,400,3.8,47,3.714,"['North Indian', 'Kerala']"
2835,The Place Behind Desserted,Vasanth Nagar,650,3.8,47,3.714,"['North Indian', 'Andhra', 'Fast Food']"
2883,KOTI  Andhra Cuisine,Rajarajeshwari Nagar,400,3.8,47,3.714,['Andhra']
2452,Gelato Pazzo,BTM,200,3.8,47,3.714,['Desserts']
2392,Pavitra Paradise,Basaveshwara Nagar,200,3.8,46,3.713,"['Bakery', 'Desserts']"
2209,The Big Spoon,Whitefield,750,3.8,46,3.713,"['North Indian', 'Mughlai']"
2837,Mandara Grand,Rajarajeshwari Nagar,300,3.8,46,3.713,['North Indian']
2764,The Rich Crust,Sahakara Nagar,600,3.8,46,3.713,"['Cafe', 'European', 'Continental']"
2702,Rimo,Koramangala 5th Block,500,3.8,46,3.713,"['Tibetan', 'Asian', 'Momos']"
2385,W XYZ Bar - Aloft Bengaluru Cessna Business Park,"Aloft Bengaluru Cessna Business Park, Bellandur","2,000",3.8,46,3.713,"['Finger Food', 'North Indian']"
2783,Sarah's,Rammurthy Nagar,400,3.8,46,3.713,"['Fast Food', 'Desserts']"
2526,World on a Swirl,Bannerghatta Road,300,3.8,46,3.713,"['Ice Cream', 'Desserts', 'Rolls']"
2257,New Kadai,Malleshwaram,700,3.8,46,3.713,"['North Indian', 'Chinese', 'Seafood']"
2229,Lassi Cafe,HSR,300,3.8,45,3.712,"['Beverages', 'Street Food', 'North Indian']"
2425,Fresh Aahar,Indiranagar,400,3.8,45,3.712,"['Biryani', 'Mangalorean', 'Kerala']"
2832,Royal Indraprastha,Rajarajeshwari Nagar,500,3.8,45,3.712,"['South Indian', 'North Indian', 'Chinese']"
2444,Froststicks,"Orion Mall, Malleshwaram",150,3.8,45,3.712,"['Desserts', 'Ice Cream']"
2758,Mangalore Kitchen,Vijay Nagar,500,3.8,45,3.712,"['North Indian', 'Arabian', 'Chinese']"
2317,J B Bakery,RT Nagar,200,3.8,45,3.712,['Bakery']
2202,Chill,Radha Hometel,800,3.8,45,3.712,"['North Indian', 'Chinese', 'Continental']"
2281,Wild Range Restaurant,Kammanahalli,600,3.8,45,3.712,"['North Indian', 'Chinese']"
2407,Ice Treat,HSR,200,3.8,45,3.712,"['Juices', 'Ice Cream']"
2560,Davanagere Butter Dosa Hotel,Basaveshwara Nagar,150,3.8,45,3.712,['South Indian']
2459,Dhabeliwala,JP Nagar,250,3.8,45,3.712,"['Street Food', 'Beverages', 'Gujarati']"
2737,Udupi Kitchen,Vijay Nagar,200,3.8,44,3.711,"['South Indian', 'North Indian', 'Chinese']"
2628,Biryani Miya,Koramangala 4th Block,600,3.8,44,3.711,"['Biryani', 'North Indian']"
2251,Juice Berg,Brookefield,150,3.8,44,3.711,"['Beverages', 'Fast Food']"
2750,Floured-Baked With Love,Banashankari,400,3.8,44,3.711,['Bakery']
2687,Sri Krishna Aramane,Kumaraswamy Layout,350,3.8,44,3.711,"['South Indian', 'North Indian', 'Chinese', 'Fast Food']"
2576,Azimmo Treat,HSR,700,3.8,44,3.711,"['North Indian', 'Chinese']"
2246,Hotel Malabar,Kaggadasapura,250,3.8,43,3.71,['Kerala']
2631,Hotel Brundavan,Bannerghatta Road,250,3.8,43,3.71,"['South Indian', 'North Indian', 'Chinese', 'Andhra']"
2474,The Table,Indiranagar,400,3.8,43,3.71,"['Bakery', 'Desserts']"
2508,So-Fat's Dosas,BTM,200,3.8,43,3.71,['South Indian']
2185,Yummy Biryani,Koramangala 7th Block,200,3.8,43,3.71,['Biryani']
2445,Vaishali Deluxe,Banashankari,700,3.8,43,3.71,"['North Indian', 'Chinese']"
2380,The Gluten Free Baking Co.,Banaswadi,400,3.8,43,3.71,['Bakery']
2755,Namma Brahmin's Idli,Jayanagar,100,3.8,42,3.709,['South Indian']
2680,Yo Snacko,Kaggadasapura,250,3.8,42,3.709,"['Beverages', 'Fast Food']"
2296,Srikrishna Bhavan,Banashankari,300,3.8,42,3.709,"['South Indian', 'North Indian', 'Chinese']"
2388,Hotel Junior Kuppanna,Uttarahalli,500,3.8,42,3.709,"['Chettinad', 'South Indian']"
2833,Hotel Abhimani,KR Puram,300,3.8,42,3.709,"['North Indian', 'South Indian', 'Chinese', 'Andhra']"
2622,Sankalp Reddy Restaurant,Electronic City,300,3.8,42,3.709,"['South Indian', 'Andhra', 'Biryani']"
2894,Shahi Taj,Jalahalli,700,3.8,42,3.709,"['North Indian', 'Chinese']"
2903,Indian Spice Food,Ulsoor,300,3.8,42,3.709,"['North Indian', 'Chinese']"
2873,de Ranthal,HSR,300,3.8,42,3.709,['Kerala']
2534,Cafe D'Costa,Frazer Town,200,3.8,41,3.708,['Bakery']
2420,The Hunger Room,JP Nagar,400,3.8,41,3.708,"['Continental', 'Sandwich', 'Burger', 'Italian', 'Salad', 'Pizza']"
2719,Shree Mandarathi Grand,Uttarahalli,400,3.8,41,3.708,"['South Indian', 'North Indian']"
2457,Kalpavruksha Naati Mane,CV Raman Nagar,250,3.8,41,3.708,['South Indian']
2212,New Udupi Upahar,Marathahalli,300,3.8,41,3.708,"['Chinese', 'North Indian', 'South Indian']"
2225,Cupcake Couture,Whitefield,300,3.8,41,3.708,['Desserts']
2801,HomelyDelight,Brookefield,300,3.8,41,3.708,['North Indian']
2326,Amchoor,Marathahalli,250,3.8,41,3.708,"['North Indian', 'Beverages']"
2594,Leia Soul Food,Frazer Town,500,3.8,41,3.708,['Bakery']
2800,Chaat Xpress,Hennur,200,3.8,40,3.707,['Street Food']
2694,Nadan Thattukada,BTM,200,3.8,40,3.707,"['Kerala', 'South Indian']"
2451,Chandu Dhaba,HSR,250,3.8,40,3.707,"['Street Food', 'Chinese', 'Fast Food']"
2248,Nammura Upahara,JP Nagar,100,3.8,40,3.707,['South Indian']
2409,Uma Ki Rasoi,Electronic City,250,3.8,40,3.707,['North Indian']
2316,Vybhava,Jayanagar,300,3.8,40,3.707,"['South Indian', 'North Indian', 'Chinese']"
2211,Balaji Bombay Vada Pav Gujrati Dalebi,JP Nagar,150,3.8,40,3.707,"['Street Food', 'Sandwich']"
2314,Begin with us....Tea Time Cafe,Koramangala 7th Block,300,3.8,40,3.707,"['Beverages', 'Fast Food', 'Tea']"
2240,Roadhouse Kafe,Hennur,400,3.8,39,3.705,"['Fast Food', 'Burger']"
2362,Sagar Chats,Commercial Street,300,3.8,39,3.705,"['Chinese', 'Beverages', 'Street Food']"
2818,Waffle Talesz,Sarjapur Road,200,3.8,39,3.705,['Desserts']
2255,Darjeeling Momos & Fast Food Center,Bannerghatta Road,250,3.8,39,3.705,"['Fast Food', 'Momos']"
2813,Zayan Kabab Korner,Frazer Town,300,3.8,39,3.705,"['North Indian', 'Chinese', 'Biryani', 'Kebab']"
2308,Embers - Nandhana Grand Hotel,Koramangala 6th Block,900,3.8,39,3.705,"['North Indian', 'South Indian', 'Thai', 'Chinese', 'Continental']"
2404,Simhapuri Mess,Old Airport Road,300,3.8,39,3.705,['North Indian']
2401,Upahar Sagar,Banashankari,350,3.8,39,3.705,"['South Indian', 'Chinese', 'North Indian']"
2621,Vijayas Biryani Palace,Whitefield,400,3.8,38,3.704,"['Biryani', 'Chinese', 'South Indian', 'North Indian']"
2433,Punjabi Chulha,Koramangala 1st Block,500,3.8,38,3.704,['North Indian']
2889,Niice Cream,Koramangala 5th Block,400,3.8,38,3.704,"['Ice Cream', 'Beverages', 'Desserts']"
2790,HappyHealthyMe,Indiranagar,"1,000",3.8,38,3.704,"['Healthy Food', 'Beverages']"
2343,Mahek Pizza,JP Nagar,400,3.8,38,3.704,['Pizza']
2792,Mandya Military Hotel,Yelahanka,250,3.8,38,3.704,['South Indian']
2462,Hunger Chase,Sahakara Nagar,300,3.8,38,3.704,"['South Indian', 'Chinese', 'Momos']"
2647,Coconadu,"Forum Mall, Koramangala",400,3.8,38,3.704,"['Kerala', 'Konkan']"
2857,India Meets Italy,Kumaraswamy Layout,300,3.8,38,3.704,"['Pizza', 'Fast Food']"
3079,Barleyz,Koramangala 6th Block,"2,000",3.7,4677,3.699,"['North Indian', 'Continental', 'Chinese']"
3103,Indian Paratha Company,International Airport,500,3.7,2262,3.698,"['North Indian', 'Cafe']"
3461,Banana Beach Bar,Koramangala 6th Block,"1,300",3.7,1021,3.697,"['Continental', 'Chinese']"
3084,Purnabramha Maharashtrian Restaurant,HSR,850,3.7,847,3.696,['Maharashtrian']
3179,Orzuv,Whitefield,"1,100",3.7,843,3.696,"['Kashmiri', 'Cafe']"
2997,Biriyani House,Nagawara,600,3.7,605,3.695,"['Andhra', 'North Indian', 'Biryani', 'Beverages']"
3077,Gullu's Chat,Seshadripuram,250,3.7,605,3.695,"['Fast Food', 'Street Food', 'Juices']"
3060,Shanthi Sagar,JP Nagar,400,3.7,520,3.694,"['South Indian', 'North Indian', 'Chinese']"
3381,Inchara,JP Nagar,950,3.7,539,3.694,"['North Indian', 'Continental', 'Chinese']"
3192,Vasudev Adiga's,HSR,250,3.7,546,3.694,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
3636,Rustic Stove,Jayanagar,900,3.7,591,3.694,"['North Indian', 'South Indian', 'Biryani', 'Beverages']"
3177,Apna Punjab,BTM,450,3.7,488,3.693,"['North Indian', 'Chinese', 'Fast Food']"
3608,Rang De Basanthi,Koramangala 4th Block,400,3.7,434,3.693,"['North Indian', 'South Indian', 'Chinese']"
3163,Pizza Hut,"Ascendas Park Square, Whitefield",750,3.7,495,3.693,"['Pizza', 'Fast Food']"
3149,Udupi Palace,HSR,400,3.7,457,3.693,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
3597,Mid-Night Crunch,HSR,400,3.7,457,3.693,"['North Indian', 'Chinese']"
3139,Central Jail Restaurant,Jayanagar,700,3.7,430,3.693,"['Andhra', 'Seafood', 'North Indian', 'Chinese']"
3465,The Rendezvous,Koramangala 4th Block,800,3.7,485,3.693,"['Continental', 'Steak', 'Chinese', 'Salad', 'Desserts', 'Seafood', 'Italian']"
3349,Oh My Biryani,HSR,550,3.7,440,3.693,"['Biryani', 'North Indian']"
3063,Sai Baba Restaurant,Rajarajeshwari Nagar,400,3.7,428,3.693,"['North Indian', 'Chinese', 'Biryani']"
3249,4 Seasons Restaurant,Kalyan Nagar,"1,000",3.7,399,3.692,"['North Indian', 'Seafood', 'Middle Eastern', 'Chinese']"
3093,Bengali Delicious,Rajarajeshwari Nagar,350,3.7,416,3.692,['North Indian']
3082,Sri Vahini Paradise,Nagawara,500,3.7,399,3.692,"['Andhra', 'Chinese', 'North Indian', 'South Indian']"
3561,Chefactory Gold by Flechazo,Whitefield,700,3.7,355,3.691,"['North Indian', 'Biryani']"
3200,Navrang Kabab Korner,Rajajinagar,600,3.7,351,3.691,"['North Indian', 'Mughlai', 'Biryani', 'Chinese', 'Kebab']"
3274,Parathe Wali Gali,Electronic City,250,3.7,345,3.691,"['North Indian', 'Chinese']"
3064,Basmati Bar & Restaurant,Marathahalli,800,3.7,360,3.691,"['Biryani', 'Andhra', 'North Indian', 'Chinese']"
3165,Kitchens@HSR,HSR,200,3.7,365,3.691,"['Biryani', 'Kerala', 'Mughlai', 'Street Food', 'North Indian', 'Chinese', 'South Indian', 'Andhra']"
3145,Village Restaurant,Marathahalli,"1,000",3.7,356,3.691,"['Arabian', 'Chinese', 'Kerala', 'North Indian', 'Biryani']"
3259,Dwaraka Krishna,BTM,500,3.7,329,3.691,"['North Indian', 'Biryani', 'Chinese']"
3086,Tea & You,HSR,700,3.7,317,3.69,['North Indian']
3167,Timepass Dinner,Basavanagudi,600,3.7,301,3.69,['North Indian']
3557,Paranthas and Dosas,Kalyan Nagar,400,3.7,300,3.69,"['North Indian', 'South Indian']"
3671,Black Jack,New BEL Road,"1,400",3.7,320,3.69,"['North Indian', 'Chinese']"
3291,Downtown,Residency Road,"1,000",3.7,299,3.69,"['North Indian', 'Continental']"
3214,Soul Indian Specialty - Svenska Design Hotel,"Svenska Design Hotel, Electronic City","2,000",3.7,276,3.689,"['North Indian', 'South Indian', 'Asian', 'Italian', 'Continental']"
3305,Pure Punjabi,Electronic City,450,3.7,282,3.689,"['Chinese', 'North Indian', 'Fast Food']"
3632,Hotel Karavali,Jeevan Bhima Nagar,450,3.7,266,3.689,"['Biryani', 'North Indian', 'Mangalorean', 'Seafood']"
3029,Ganesh Darshini,Malleshwaram,150,3.7,289,3.689,"['South Indian', 'Fast Food']"
3612,OCEA HOTEL,Brigade Road,800,3.7,281,3.689,"['North Indian', 'Chinese', 'Seafood']"
3195,Late Night,Kumaraswamy Layout,500,3.7,288,3.689,"['North Indian', 'Chinese']"
3024,Pallavi North Indian Veg Restaurant,JP Nagar,450,3.7,248,3.688,"['Biryani', 'North Indian', 'Chinese']"
3033,Singh Saab,Indiranagar,800,3.7,244,3.688,"['North Indian', 'Chinese', 'Mughlai']"
3692,Cafe Mamma Mia,Basaveshwara Nagar,600,3.7,241,3.688,"['Continental', 'Italian', 'Cafe', 'Beverages', 'Desserts']"
3130,The Paramount Hotel,Koramangala 5th Block,"1,000",3.7,247,3.688,"['North Indian', 'Seafood', 'Biryani', 'Kerala']"
3272,Bawarchi Biryani Mahal,Rajarajeshwari Nagar,350,3.7,258,3.688,"['Biryani', 'Andhra', 'North Indian', 'Chinese']"
3194,SR Andhra Spicy House,Bommanahalli,800,3.7,244,3.688,['Andhra']
3439,Donne Biriyani Mane,Sahakara Nagar,300,3.7,235,3.687,['Biryani']
3694,Kakal-Kai Ruchi,JP Nagar,500,3.7,222,3.687,"['North Indian', 'South Indian', 'Chinese']"
3318,Chumma Delicious,Banashankari,200,3.7,238,3.687,"['South Indian', 'Fast Food']"
3113,Bling - The Zuri,The Zuri Hotels,"2,100",3.7,228,3.687,"['Continental', 'North Indian']"
3073,Mr. Singh Da Dhaba,Kumaraswamy Layout,300,3.7,240,3.687,"['North Indian', 'Chinese']"
3202,New Golden Emperor,New BEL Road,400,3.7,233,3.687,"['North Indian', 'Chinese', 'Fast Food']"
3347,Nouvelle Garden,JP Nagar,900,3.7,204,3.686,"['North Indian', 'Continental', 'Italian']"
3099,Swing,Indiranagar,"1,000",3.7,210,3.686,"['North Indian', 'Chinese', 'Mangalorean']"
3031,Leon's Take Away,Banaswadi,450,3.7,216,3.686,"['Chinese', 'North Indian', 'Fast Food']"
2921,Nanda's,Marathahalli,650,3.7,203,3.686,"['Biryani', 'Andhra', 'North Indian', 'Chinese', 'Seafood']"
3230,Goli Vada Pav No. 1,Koramangala 5th Block,200,3.7,216,3.686,['Street Food']
3065,Indian Tadka,"Inorbit Mall, Whitefield",700,3.7,219,3.686,['North Indian']
3081,S.W.A.T Food Truck,Jeevan Bhima Nagar,450,3.7,218,3.686,"['American', 'Fast Food']"
3116,Stone House Cafe,Rajarajeshwari Nagar,500,3.7,215,3.686,"['Ice Cream', 'Cafe', 'Fast Food']"
2960,Olive Garden,Kalyan Nagar,700,3.7,214,3.686,"['Arabian', 'North Indian', 'Chinese', 'Beverages']"
3624,Kakaji,Marathahalli,350,3.7,204,3.686,['North Indian']
3012,2 Statez,Kalyan Nagar,600,3.7,214,3.686,"['Kerala', 'Seafood', 'South Indian', 'North Indian', 'Chinese']"
3166,Yuan Restaurant,HBR Layout,600,3.7,205,3.686,"['Chinese', 'Momos']"
3257,Satrangi,New BEL Road,900,3.7,213,3.686,"['North Indian', 'South Indian']"
3562,Baba Ka Dhaba,BTM,400,3.7,197,3.685,['North Indian']
3710,Hyderabad Cuisine Multicuisine Restaurant,Whitefield,700,3.7,199,3.685,"['North Indian', 'Chinese', 'Biryani']"
3339,Udupi Bhavan,HSR,400,3.7,187,3.685,"['Chinese', 'North Indian', 'South Indian']"
3248,Lobby Cafe - Radha Regent,"Radha Regent Bengaluru, Electronic City","1,200",3.7,187,3.685,"['Continental', 'American', 'South Indian', 'Italian', 'North Indian', 'Chinese']"
3279,Barbeque Delight,Sarjapur Road,800,3.7,197,3.685,"['Arabian', 'Kerala', 'North Indian', 'Chinese', 'BBQ']"
3676,Filmy Kitchen,Bellandur,400,3.7,182,3.684,"['North Indian', 'South Indian', 'Italian', 'Chinese', 'Fast Food']"
3616,Matka,Bannerghatta Road,500,3.7,182,3.684,"['Biryani', 'North Indian']"
3332,Woodee Pizza,Banashankari,500,3.7,181,3.684,"['Cafe', 'Pizza', 'Fast Food', 'Beverages']"
3168,SnacksJoint,Jeevan Bhima Nagar,150,3.7,186,3.684,['Fast Food']
3606,Prasiddhi Food Corner,JP Nagar,200,3.7,174,3.684,"['Fast Food', 'North Indian', 'South Indian']"
2962,Dhaba Express,HSR,400,3.7,176,3.684,"['Biryani', 'Fast Food', 'North Indian', 'Chinese']"
3401,Slanz Cafe,Nagarbhavi,500,3.7,165,3.683,"['Cafe', 'Italian', 'Desserts']"
2955,Brundhavan Biriyani House,Rajarajeshwari Nagar,400,3.7,173,3.683,"['Biryani', 'North Indian', 'Chinese']"
3055,Red Lantern,Cunningham Road,700,3.7,163,3.683,"['Chinese', 'Thai']"
3603,Black Mug Cafe,Bannerghatta Road,300,3.7,173,3.683,['Cafe']
3527,Gundappa Donne Biryani,St. Marks Road,300,3.7,164,3.683,['Biryani']
3595,MealsTree,Marathahalli,400,3.7,165,3.683,['North Indian']
3277,People Tree Cafe,Jayanagar,400,3.7,168,3.683,"['Cafe', 'Fast Food', 'Beverages']"
3568,Lungees Foods,Sarjapur Road,500,3.7,162,3.683,['Kerala']
3474,Mustard Food Court,Koramangala 3rd Block,500,3.7,166,3.683,"['North Indian', 'Chinese']"
3547,Bhukkhad Baba,JP Nagar,250,3.7,164,3.683,"['North Indian', 'Beverages']"
3654,Man With a Pan,Rajarajeshwari Nagar,300,3.7,156,3.682,"['Street Food', 'North Indian']"
2944,Mother's Kitchen,RT Nagar,600,3.7,160,3.682,['North Indian']
