rest_index,rest_name,locality,cost_for_two,rating,votes,score,cuisines
4424,Thalassery Restaurant,Bellandur,600,3.6,719,3.6,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Chinese', 'Arabian', 'Kebab', 'Kerala']"
4262,Luo Han,HSR,700,3.6,790,3.6,"['Chinese', 'Thai']"
4343,Art Blend Cafe,HSR,900,3.6,931,3.6,"['Cafe', 'Continental', 'Chinese']"
4864,Ambika Biryani Corner,Rajajinagar,300,3.5,38,3.554,['Biryani']
4792,Ivy Park,Sarjapur Road,500,3.5,38,3.554,"['South Indian', 'Kerala', 'North Indian', 'Chinese']"
4971,Barista,Koramangala 4th Block,300,3.5,38,3.554,['Cafe']
4928,Metrolicious,Whitefield,400,3.5,38,3.554,"['North Indian', 'Chinese', 'Biryani']"
5039,Fit Dish Fetish,Sankey Road,500,3.5,38,3.554,['Healthy Food']
5022,Hyderabad Express,Banashankari,300,3.5,38,3.554,"['Hyderabadi', 'Biryani']"
4485,@Italy,"Krishna Kuteer, HSR",700,3.5,40,3.553,"['Italian', 'Pizza']"
4881,Afoozoo - Ginger Hotel,Whitefield,800,3.5,40,3.553,"['North Indian', 'Chinese']"
4871,Shree Guru Sagar,Basaveshwara Nagar,500,3.5,40,3.553,"['Chinese', 'North Indian', 'South Indian']"
4853,Eatery Have U Been,BTM,500,3.5,39,3.553,"['Cafe', 'Chinese', 'Fast Food', 'Burger', 'North Indian']"
5112,Green G Juice Bar,Indiranagar,200,3.5,39,3.553,"['Ice Cream', 'Fast Food', 'Beverages']"
4850,Curries & Chillies,KR Puram,300,3.5,40,3.553,"['Andhra', 'Biryani', 'Chinese']"
4587,Punjabi Khazana,Indiranagar,400,3.5,40,3.553,['North Indian']
4749,Yeruva Biriyani,Electronic City,400,3.5,40,3.553,"['Biryani', 'Chinese']"
4590,Zanzibar - Davanam Sarovar Portico Suites,"Davanam Sarovar Portico Suites, Hosur Road","1,200",3.5,39,3.553,['Finger Food']
4842,BRAHMIN HOME FOOD,Indiranagar,350,3.5,41,3.552,['South Indian']
5107,Rasoiya,Sarjapur Road,450,3.5,43,3.551,"['North Indian', 'Chinese', 'Momos']"
4682,Cochin Connection,Koramangala 6th Block,500,3.5,43,3.551,"['Kerala', 'South Indian']"
5138,Ritz,Electronic City,800,3.5,43,3.551,"['North Indian', 'Chinese', 'Thai', 'Continental']"
4585,Budget Food,Old Airport Road,700,3.5,42,3.551,"['North Indian', 'Biryani']"
4557,Flavour A Azam,Electronic City,400,3.5,43,3.551,['North Indian']
4658,U Turn Paradise,Yelahanka,500,3.5,45,3.55,"['South Indian', 'North Indian', 'Chinese']"
4456,The Maori - Aurick Boutique Hotel,Aurick Boutique Hotel,"1,000",3.5,44,3.55,"['Chinese', 'North Indian']"
5166,Urban Grills Restaurant,Whitefield,700,3.5,45,3.55,"['Arabian', 'North Indian', 'Biryani']"
5006,Archanas Biryani,Yelahanka,200,3.5,45,3.55,['Biryani']
4911,Zawaa Foods,Old Airport Road,400,3.5,44,3.55,"['Continental', 'South Indian', 'North Indian', 'Arabian']"
4921,Lassi Shop,Banashankari,200,3.5,45,3.55,"['Beverages', 'Ice Cream']"
4518,Krishna Vaibhava,BTM,350,3.5,46,3.549,"['North Indian', 'South Indian']"
5012,Noibidya,Marathahalli,400,3.5,46,3.549,"['North Indian', 'Bengali']"
4826,Donne Biryani House,Rajajinagar,300,3.5,46,3.549,['Biryani']
4614,Fruit Me Up,Nagawara,350,3.5,46,3.549,"['Beverages', 'Fast Food']"
4472,Spicy Tadka,Electronic City,400,3.5,47,3.548,"['North Indian', 'Chinese', 'Bengali']"
4811,New Udupi Grand,JP Nagar,300,3.5,47,3.548,"['South Indian', 'North Indian', 'Chinese']"
4783,Khan Saheb Grills and Rolls,Kalyan Nagar,400,3.5,47,3.548,"['Fast Food', 'Rolls']"
4848,Biriyani Blitz,Rammurthy Nagar,400,3.5,47,3.548,"['Biryani', 'Kerala']"
4501,New Salem Spices,Banaswadi,600,3.5,50,3.547,"['South Indian', 'Chettinad', 'Chinese']"
5010,Blueberry Restaurant,Bellandur,400,3.5,51,3.546,"['North Indian', 'Biryani', 'South Indian', 'Desserts', 'Beverages', 'Chinese']"
5030,YummRajj,BTM,500,3.5,51,3.546,"['North Indian', 'Chinese', 'Fast Food']"
5077,Mesa Lounge Bar - Svenska Design Hotel,"Svenska Design Hotel, Electronic City","1,500",3.5,51,3.546,"['North Indian', 'Pizza', 'Asian', 'Italian']"
5021,Blueberry Restaurant,Bellandur,400,3.5,51,3.546,"['North Indian', 'Biryani', 'South Indian', 'Desserts', 'Beverages', 'Chinese']"
4801,Sri Datta Biryani House,Banaswadi,300,3.5,54,3.545,"['Andhra', 'Biryani', 'Chinese', 'North Indian']"
5117,Mega Bite,MGM Mark Whitefield,"1,100",3.5,54,3.545,"['North Indian', 'Chinese', 'South Indian', 'Continental']"
5029,Paratha Treat,Bellandur,200,3.5,53,3.545,['North Indian']
5072,Amruth Parkland,Sarjapur Road,900,3.5,54,3.545,"['North Indian', 'Chinese']"
5097,Midnight Restro,BTM,500,3.5,56,3.544,"['North Indian', 'Fast Food']"
4466,Sri Vishnu Sagar,Koramangala 4th Block,250,3.5,56,3.544,"['South Indian', 'North Indian']"
4697,37 China Town,Hotel 37th Crescent Seshadripuram,900,3.5,58,3.543,"['Chinese', 'Thai', 'North Indian', 'South Indian', 'Continental']"
4832,Dawat,Marathahalli,400,3.5,57,3.543,"['North Indian', 'Chinese']"
4624,Atomic Lab,Lavelle Road,"1,800",3.5,57,3.543,"['Asian', 'North Indian', 'Continental']"
4652,Bangalore Shadi Biriyani,Vasanth Nagar,150,3.5,57,3.543,"['Chinese', 'North Indian', 'Biryani']"
4555,Dhaba Shaba,Sarjapur Road,250,3.5,61,3.542,"['North Indian', 'Fast Food']"
4803,Rajesh Restaurant,HSR,700,3.5,59,3.542,"['North Indian', 'Chinese', 'South Indian', 'Continental']"
5179,New Bombay Vada Pav,Rajajinagar,150,3.5,62,3.541,['Fast Food']
4711,Pizza Paradise,JP Nagar,500,3.5,64,3.54,['Pizza']
5058,Sri Jayadurga Biryani,Marathahalli,300,3.5,64,3.54,['Biryani']
4923,Snack'Ups,Thippasandra,250,3.5,65,3.54,['Fast Food']
4633,Doner Bel,New BEL Road,400,3.5,64,3.54,"['Turkish', 'Chinese']"
4512,Deccan Spice,JP Nagar,750,3.5,65,3.54,"['North Indian', 'South Indian', 'Biryani']"
4753,Coastal Inn,Bannerghatta Road,800,3.5,65,3.54,"['Chinese', 'North Indian', 'Seafood']"
4770,Vijaya Gardenia,Banaswadi,500,3.5,67,3.539,"['North Indian', 'Chinese', 'Andhra']"
4684,Burj Hotel,Bannerghatta Road,350,3.5,68,3.539,"['North Indian', 'Chinese']"
4904,Manasa Andhra Style Multi Cuisine Restaurant,Electronic City,800,3.5,70,3.538,"['North Indian', 'South Indian', 'Chinese', 'Andhra', 'Biryani']"
4608,Darjeeling Saborz Chinese Restaurant,RT Nagar,550,3.5,70,3.538,"['Chinese', 'Thai']"
4991,Papa Pizza N Kafe,"Gopalan Arcade, Rajarajeshwari Nagar",600,3.5,72,3.537,"['Pizza', 'Italian']"
4607,Annappa's Naati Mane,Rajajinagar,400,3.5,73,3.537,"['South Indian', 'Chinese']"
5005,Shiv Sai Hotel,Bannerghatta Road,400,3.5,74,3.537,['North Indian']
4877,Nainital North Indian Restaurant,Electronic City,400,3.5,75,3.536,"['North Indian', 'Biryani', 'Chinese']"
4799,Kabab Nation Corner,Brigade Road,500,3.5,75,3.536,"['Chinese', 'Arabian', 'Fast Food']"
4942,Durlabha Delights,Rammurthy Nagar,300,3.5,76,3.536,"['North Indian', 'Chinese']"
4541,Hotel Gowda's,Yeshwantpur,450,3.5,80,3.535,"['Biryani', 'North Indian', 'Chinese']"
5181,Shree Krishna Sannidhi,Bannerghatta Road,450,3.5,81,3.535,"['North Indian', 'Chinese']"
4758,Coastal Family Resto Bar,Jayanagar,750,3.5,81,3.535,"['Andhra', 'North Indian', 'Chinese', 'Mangalorean', 'Seafood', 'Biryani']"
4781,Burger Lounge,Koramangala 5th Block,600,3.5,80,3.535,"['Burger', 'Fast Food', 'Beverages']"
4776,Messy Bowl,Banashankari,500,3.5,82,3.534,"['Fast Food', 'Beverages']"
5111,Hotel Dine City,HSR,800,3.5,84,3.534,"['North Indian', 'South Indian', 'Chinese', 'Arabian']"
4990,Ammus Hot N Cool,BTM,300,3.5,84,3.534,"['North Indian', 'Fast Food', 'Kebab', 'Rolls', 'Beverages']"
4972,Chinmayee's,Electronic City,700,3.5,87,3.533,"['North Indian', 'Chinese']"
4479,Karavali Family Restaurant,Jayanagar,500,3.5,90,3.532,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Chinese']"
4636,Bawarchi Paradise,Bannerghatta Road,500,3.5,92,3.532,"['North Indian', 'Biryani']"
5040,Foodie Nation,Electronic City,"1,000",3.5,89,3.532,"['North Indian', 'Chinese', 'Arabian']"
5095,Punjabi's Food Corner,CV Raman Nagar,250,3.5,94,3.531,"['North Indian', 'Chinese']"
5102,Kaka Food Corner,Whitefield,300,3.5,95,3.531,['North Indian']
4834,Kaapi Kuteera,Kanakapura Road,100,3.5,96,3.531,['South Indian']
4839,Sultan's,Jakkur,750,3.5,95,3.531,"['North Indian', 'Chinese', 'Mughlai']"
5079,Sri Sai Palace,Whitefield,300,3.5,96,3.531,"['South Indian', 'North Indian', 'Chinese', 'Fast Food']"
4985,Spicy House,Marathahalli,500,3.5,100,3.53,"['North Indian', 'Chinese', 'Seafood', 'Biryani']"
4933,Tandoori Chowk,Marathahalli,400,3.5,97,3.53,"['North Indian', 'Chinese']"
5007,Moyra,Rammurthy Nagar,300,3.5,105,3.529,['Mithai']
4838,Pepper Mint,KR Puram,350,3.5,109,3.528,"['North Indian', 'Chinese', 'Fast Food', 'Juices']"
4487,Sumadhura Foods,Sahakara Nagar,300,3.5,111,3.528,"['North Indian', 'Fast Food']"
5115,Andhra Ruchulu,Brookefield,500,3.5,110,3.528,"['Andhra', 'North Indian', 'Chinese', 'Biryani']"
4979,Husband's Kitchen,Sarjapur Road,350,3.5,113,3.527,"['Fast Food', 'North Indian']"
5054,Mandara -  Imera Spa & Resort,Sarjapur Road,"1,200",3.5,115,3.527,"['North Indian', 'South Indian', 'Chinese']"
5065,South Grand,Uttarahalli,400,3.5,115,3.527,"['South Indian', 'North Indian', 'Chinese', 'Beverages']"
5131,Bangalore Bytes,Brigade Road,300,3.5,121,3.526,"['Fast Food', 'South Indian', 'Biryani']"
4946,Ande Ka Funda,Kumaraswamy Layout,250,3.5,121,3.526,"['North Indian', 'Chinese', 'Rolls']"
4813,PSV's Andhra Paradise,HSR,600,3.5,121,3.526,"['Andhra', 'Chinese', 'North Indian', 'Hyderabadi']"
4790,Taipan,Frazer Town,700,3.5,130,3.525,"['Chinese', 'Momos']"
4564,Donne Biryani Angadi Mane,RT Nagar,250,3.5,124,3.525,"['Biryani', 'Chinese']"
4559,Verve - Royal Orchid Resort,"Royal Orchid Resort, Yelahanka","1,500",3.5,133,3.524,"['North Indian', 'European', 'Chinese']"
4665,Global Flavors,Banaswadi,"1,000",3.5,135,3.524,"['North Indian', 'Fast Food', 'Beverages']"
4613,The French Loaf,Indiranagar,400,3.5,137,3.524,"['Bakery', 'Desserts', 'Sandwich']"
4901,Beach Hut,JP Nagar,650,3.5,134,3.524,"['North Indian', 'Chinese']"
4927,Meghana Grand,Whitefield,800,3.5,132,3.524,"['Biryani', 'Andhra']"
4840,Ruchie Rich,Electronic City,200,3.5,132,3.524,"['Biryani', 'Fast Food', 'North Indian']"
4880,BTM Bawarchi Biryani,BTM,600,3.5,132,3.524,"['Biryani', 'North Indian', 'Chinese']"
4462,The Little Chef,HSR,600,3.5,137,3.524,"['North Indian', 'Chinese']"
4604,Dilli Rasoi,Rajarajeshwari Nagar,300,3.5,138,3.523,['North Indian']
5049,South Tiffins,HSR,150,3.5,144,3.523,['South Indian']
5019,Funjabi,Church Street,600,3.5,142,3.523,['North Indian']
4484,Totaram's Paranthas,New BEL Road,300,3.5,141,3.523,['North Indian']
4788,Havelli - Chairman's Resort,Chairman's Resort,"1,250",3.5,139,3.523,"['North Indian', 'Continental', 'Chinese', 'Seafood']"
4883,Ghee Biryani House,BTM,500,3.5,140,3.523,"['Biryani', 'North Indian']"
4639,Kudla Beach,Rajajinagar,400,3.5,147,3.522,"['North Indian', 'South Indian', 'Seafood', 'Chinese']"
4939,Kerala Panoor Restaurant,Bellandur,350,3.5,150,3.522,"['Kerala', 'Seafood', 'Biryani', 'South Indian']"
5087,Biryani Affair,HSR,350,3.5,148,3.522,['Biryani']
4574,Kolkata Rolls & Fast Food,HSR,200,3.5,157,3.521,"['Rolls', 'Fast Food']"
5172,Red Kitchen,Jeevan Bhima Nagar,200,3.5,157,3.521,"['North Indian', 'South Indian', 'Chinese']"
4894,Swadesh Tadka,Banashankari,600,3.5,180,3.519,"['North Indian', 'Chinese', 'Beverages']"
4646,Inchara Restaurant,Banaswadi,500,3.5,182,3.519,"['Chinese', 'North Indian', 'Hyderabadi', 'Biryani']"
4965,Dilli Darbar,Whitefield,500,3.5,180,3.519,"['North Indian', 'Chinese', 'Biryani']"
5094,Goa 0 Km,Kumaraswamy Layout,400,3.5,174,3.519,"['Goan', 'North Indian', 'Chinese', 'Biryani', 'Seafood']"
5124,Flavours Radha Hometel,Radha Hometel,800,3.5,185,3.518,"['North Indian', 'Continental', 'Chinese', 'South Indian']"
5004,The Onyx - The HHI Select Bengaluru,JP Nagar,950,3.5,185,3.518,"['North Indian', 'Chinese', 'Continental']"
4804,Bangalore Cafe,HSR,400,3.5,203,3.517,"['South Indian', 'Fast Food']"
4625,Chicken Magic,BTM,300,3.5,226,3.516,"['Chinese', 'North Indian']"
4944,Red Chilliez,Thippasandra,650,3.5,217,3.516,"['North Indian', 'Chinese', 'Seafood', 'Mangalorean']"
5057,New Oottupura Restaurant,New BEL Road,300,3.5,231,3.515,['Kerala']
4947,Sri Krishna Sagar,HSR,400,3.5,241,3.515,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Juices']"
4926,Salem Kitchen,Brookefield,550,3.5,235,3.515,"['Chettinad', 'Chinese', 'South Indian']"
4996,Sethji Home Made Food,Indiranagar,350,3.5,229,3.515,['North Indian']
4895,Hotel Feast Ambur Biriyani,Koramangala 1st Block,250,3.5,257,3.514,"['Biryani', 'Kebab']"
4698,Mast Biryani - Fresh Indian Kitchen,Marathahalli,500,3.5,255,3.514,"['Biryani', 'North Indian', 'Mughlai', 'Fast Food']"
4969,Amrut,Malleshwaram,300,3.5,250,3.514,"['North Indian', 'Chinese', 'Fast Food']"
5144,Tandoori Ghar,RT Nagar,450,3.5,274,3.513,"['North Indian', 'Chinese', 'Bengali', 'Juices']"
5149,Fairmount Restaurant,KR Puram,600,3.5,306,3.512,"['Arabian', 'North Indian', 'Chinese', 'Kerala']"
4978,New Tandoor,CV Raman Nagar,550,3.5,297,3.512,"['North Indian', 'Chinese', 'Mughlai', 'Rolls']"
4992,Biriyaniz,HSR,400,3.5,304,3.512,"['Biryani', 'North Indian', 'Chinese', 'Andhra']"
4961,Lucknowiz,Koramangala 1st Block,550,3.5,325,3.511,"['North Indian', 'Mughlai']"
4723,Global Restaurant,Rajarajeshwari Nagar,400,3.5,329,3.511,"['North Indian', 'Chinese', 'Biryani']"
4865,Lovely Knights,Bellandur,500,3.5,359,3.51,"['North Indian', 'Chinese']"
4632,Alpha - House of Biryani & Tandoor,Whitefield,800,3.5,397,3.509,"['Biryani', 'North Indian', 'Chinese']"
5099,Hyderabadi Bawarchi,Hebbal,700,3.5,479,3.508,"['Mughlai', 'North Indian', 'Chinese', 'Biryani']"
5046,Swasthi Spice Restaurant,Rajajinagar,600,3.5,590,3.507,"['Andhra', 'North Indian', 'Chinese', 'Biryani']"
4845,Marwa Restaurant,Bannerghatta Road,600,3.5,552,3.507,"['North Indian', 'Chinese', 'Fast Food', 'BBQ']"
4521,Atithi,"Global Village, Mysore Road",500,3.5,623,3.506,"['North Indian', 'Chinese']"
5081,Aalishan Restaurant & Caterer,Koramangala 7th Block,650,3.5,890,3.504,"['North Indian', 'Mughlai']"
5384,Green View Dhaba,Yelahanka,650,3.4,38,3.504,"['North Indian', 'Chinese']"
5348,The Grand Taj,Shivajinagar,350,3.4,38,3.504,"['North Indian', 'Chinese']"
4988,Tadka Singh,Indiranagar,650,3.5,958,3.504,['North Indian']
5510,Malabar Mint,Koramangala 5th Block,700,3.4,39,3.503,"['Kerala', 'North Indian', 'Chinese']"
4993,Golkonda Chimney,Marathahalli,850,3.5,1832,3.502,"['Biryani', 'North Indian', 'Mughlai']"
5849,Cauvery Hyderabadi Biryani,Rammurthy Nagar,700,3.4,41,3.5,"['Biryani', 'Hyderabadi', 'Seafood']"
5643,Kataria's,BTM,250,3.4,41,3.5,"['North Indian', 'Chinese']"
5415,Skyline Family Restaurant,Shanti Nagar,550,3.4,43,3.498,"['North Indian', 'Chinese', 'Seafood', 'Mangalorean']"
5597,Pai Vihar,City Market,400,3.4,44,3.497,"['South Indian', 'Street Food', 'Chinese', 'Fast Food']"
5673,Food Park,Rajarajeshwari Nagar,600,3.4,45,3.495,"['Chinese', 'North Indian']"
5577,Avanti Indian Barbeque & Grill,Domlur,"1,100",3.4,46,3.494,['North Indian']
5441,Sholay - The Barbeque,"IMG Hotels, New BEL Road","1,200",3.4,46,3.494,"['North Indian', 'BBQ']"
5813,Bhatra Mane,Vijay Nagar,200,3.4,47,3.493,"['South Indian', 'North Indian', 'Chinese']"
5791,Brahmin's Kitchen,Sahakara Nagar,100,3.4,47,3.493,['South Indian']
5347,Fujian Express,JP Nagar,200,3.4,48,3.492,"['Chinese', 'Thai']"
5387,Dakshin,Wilson Garden,450,3.4,48,3.492,['South Indian']
5722,Mummy Dhaba,Ulsoor,300,3.4,48,3.492,['North Indian']
5255,Village Donne Biryani,Koramangala 5th Block,300,3.4,50,3.49,['Biryani']
5719,Nisarga Garden Restaurant,Basavanagudi,350,3.4,52,3.488,"['South Indian', 'Chinese', 'Desserts', 'Beverages']"
5636,Kabab King,Uttarahalli,500,3.4,52,3.488,"['North Indian', 'Chinese']"
5412,Homely Curries & Pickles,BTM,300,3.4,53,3.487,"['Biryani', 'Andhra']"
5763,New Peacock Restaurant,RT Nagar,400,3.4,53,3.487,"['North Indian', 'Chinese', 'Bengali', 'Rolls']"
5315,Just Chill,BTM,250,3.4,54,3.486,['Beverages']
5281,Nammura Donne Biriyani,Kanakapura Road,400,3.4,54,3.486,"['Mughlai', 'Biryani']"
5789,Kidambi's Kitchen,Banashankari,300,3.4,54,3.486,['South Indian']
5803,Koshys Calcutta Chats,Brigade Road,200,3.4,55,3.485,['Street Food']
5201,Thirsty Tiger,JP Nagar,"1,300",3.4,59,3.482,"['Continental', 'Finger Food']"
5646,Banjara - Goldfinch Retreat,"Goldfinch Retreat, International Airport","1,200",3.4,59,3.482,"['Chinese', 'Continental', 'North Indian', 'South Indian']"
5700,1980s Games Cafe,Basavanagudi,400,3.4,59,3.482,"['Cafe', 'Fast Food']"
5238,Oregano Pizzeria,Frazer Town,450,3.4,61,3.48,"['Italian', 'Pizza', 'Fast Food', 'Salad']"
5658,Vi Ra's Bar and Restaurant,Banashankari,800,3.4,62,3.479,"['South Indian', 'North Indian', 'Chinese']"
5251,KKR FOODIES,St. Marks Road,400,3.4,62,3.479,"['Fast Food', 'North Indian']"
5406,Punjabi Darbar,CV Raman Nagar,300,3.4,64,3.478,['North Indian']
5765,The Vintage Cafe,Banashankari,400,3.4,64,3.478,"['Cafe', 'French', 'North Indian']"
5794,Adhvika Biryani Corner,Nagarbhavi,300,3.4,65,3.477,"['Biryani', 'Fast Food']"
5778,Bawarchi Biryani,Koramangala 6th Block,350,3.4,66,3.476,"['Biryani', 'South Indian']"
5725,Shubh Family Restaurant,Nagarbhavi,700,3.4,66,3.476,"['North Indian', 'Chinese']"
5274,Kerala Restaurant,Whitefield,450,3.4,68,3.475,"['Kerala', 'Biryani']"
5413,Kathi Junction,Electronic City,400,3.4,72,3.472,"['Rolls', 'North Indian', 'Mughlai']"
5221,Chopstick Kitchen,Kaggadasapura,600,3.4,72,3.472,"['Chinese', 'Momos']"
5728,Rice & Rolls,Old Madras Road,500,3.4,74,3.471,"['Mughlai', 'Chinese']"
5241,Navaithes Kitchen,Nagawara,500,3.4,73,3.471,"['Mughlai', 'Chinese']"
5396,Donne Biryani House,Residency Road,400,3.4,73,3.471,['Biryani']
5666,The Beer Joint,Indiranagar,800,3.4,77,3.469,"['North Indian', 'Chinese']"
5766,Halli Donne Biryani Nati Style,Basaveshwara Nagar,400,3.4,76,3.469,['Biryani']
5443,Khushi Kitchen,Thippasandra,400,3.4,78,3.468,"['Street Food', 'North Indian', 'Bengali', 'Oriya']"
5784,Pipabu,Koramangala 4th Block,750,3.4,81,3.467,"['Continental', 'Italian', 'Chinese']"
5844,Kerala Kitchen,Marathahalli,550,3.4,82,3.466,"['Kerala', 'North Indian', 'Chinese', 'Kebab']"
5416,Eat At Nite,Frazer Town,400,3.4,84,3.465,"['North Indian', 'Chinese', 'Rolls', 'Andhra']"
5857,Srinidhi Sagar,Vijay Nagar,300,3.4,84,3.465,"['South Indian', 'North Indian', 'Chinese']"
5268,Nashta Pani -The Gujarat's Special,Marathahalli,200,3.4,84,3.465,"['Gujarati', 'Fast Food']"
5834,Biryani Park,Brookefield,500,3.4,86,3.464,"['North Indian', 'Biryani', 'Chinese', 'Mughlai']"
5325,Chicken Hunt,Banashankari,350,3.4,89,3.462,"['South Indian', 'North Indian', 'Chinese', 'Biryani']"
5260,Hotel Devanand Kerala Restaurant,CV Raman Nagar,300,3.4,94,3.46,['Kerala']
5421,Zam Zam Kabab House,Yeshwantpur,300,3.4,94,3.46,"['North Indian', 'Chinese']"
5730,Metro Le Royale,Nagarbhavi,700,3.4,100,3.457,"['North Indian', 'Mughlai', 'South Indian', 'Chinese']"
5365,That Garage Cafe Restaurant,HSR,700,3.4,105,3.455,"['North Indian', 'Chinese', 'BBQ']"
5637,Fun Kitchen,HSR,400,3.4,107,3.455,"['North Indian', 'Chinese', 'Fast Food']"
6145,Sultan's Restaurant,Magadi Road,200,3.3,38,3.454,"['Hyderabadi', 'Biryani']"
6087,The Paratha Stories,Koramangala 1st Block,400,3.3,38,3.454,['North Indian']
6242,Ranga's Paradise,Banaswadi,150,3.3,38,3.454,['South Indian']
6059,Sober Turtle,Koramangala 4th Block,250,3.3,39,3.452,"['Street Food', 'Sandwich', 'Beverages']"
5588,The Curry Hut Plus,Bannerghatta Road,400,3.4,116,3.451,"['North Indian', 'South Indian', 'Chinese', 'Rolls']"
5758,Chatora,Marathahalli,300,3.4,121,3.45,"['North Indian', 'Fast Food', 'Street Food']"
5245,Tango Bango,Jeevan Bhima Nagar,500,3.4,124,3.449,"['Burger', 'American', 'Beverages', 'Desserts', 'Italian', 'Salad', 'Ice Cream', 'Finger Food']"
5761,Le Spice Restaurant,Banaswadi,700,3.4,122,3.449,"['Arabian', 'Kerala', 'North Indian', 'Chinese', 'Beverages']"
5391,South Parade - The Chancery Hotel,"The Chancery Hotel, Lavelle Road","1,200",3.4,127,3.448,"['North Indian', 'Continental', 'Chinese']"
5933,SKS Veg Corner,Sahakara Nagar,300,3.3,43,3.445,['South Indian']
5594,The Kababz N Curryz,Nagarbhavi,350,3.4,143,3.444,"['North Indian', 'Chinese', 'Kebab']"
5862,The Bahubali,Marathahalli,800,3.4,153,3.441,"['North Indian', 'Chinese']"
5480,Lalchee's Rasoi,Bannerghatta Road,500,3.4,162,3.44,"['North Indian', 'Chinese']"
6525,Hashtag Kitchen,Marathahalli,600,3.3,46,3.439,"['North Indian', 'Biryani', 'Chinese']"
5425,Sagar Deluxe,Jeevan Bhima Nagar,350,3.4,163,3.439,"['South Indian', 'North Indian', 'Chinese']"
6495,Cafe Bengaluru,Magadi Road,300,3.3,47,3.438,"['Fast Food', 'Beverages']"
6022,Kentaky Fast Food,Basaveshwara Nagar,350,3.3,47,3.438,"['North Indian', 'Chinese', 'Seafood']"
5560,Chettayees,BTM,400,3.4,169,3.438,"['Kerala', 'North Indian', 'Chinese']"
5517,Sri Bhagya Grand,Bannerghatta Road,450,3.4,187,3.435,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Beverages']"
6072,Woodfire Biryani,Whitefield,250,3.3,50,3.433,"['North Indian', 'South Indian', 'Biryani']"
5755,Canton,Jayanagar,800,3.4,200,3.433,"['Chinese', 'Seafood', 'Biryani']"
5826,Aaranya Restaurant,HSR,800,3.4,212,3.432,"['North Indian', 'Chinese', 'Mughlai']"
5228,Chakh Le India,Brookefield,300,3.4,230,3.43,"['North Indian', 'Chinese', 'Rolls']"
5457,Bhagatram Sweets,Commercial Street,300,3.4,226,3.43,"['Street Food', 'Mithai']"
5411,New Punjabi Pure Veg Restaurant,Yeshwantpur,400,3.4,224,3.43,"['South Indian', 'North Indian']"
5453,Hyderabadi Biryani Hub,BTM,600,3.4,227,3.43,"['Biryani', 'North Indian', 'Chinese']"
5403,Ambur Biriyani Center,Rajarajeshwari Nagar,250,3.4,236,3.429,"['Biryani', 'North Indian']"
6098,Rainbow Restaurant,Kengeri,700,3.3,53,3.429,"['North Indian', 'Chinese', 'Kerala']"
6108,Arabian Mexico,Bannerghatta Road,400,3.3,53,3.429,"['Fast Food', 'Arabian']"
5785,LIT Gastro Pub,Jayanagar,"1,000",3.4,242,3.428,"['Chinese', 'Continental', 'Burger', 'Pizza']"
5414,Knight Ryders,BTM,400,3.4,246,3.428,"['North Indian', 'Chinese']"
5744,Desi Khana,"Varthur Main Road, Whitefield",300,3.4,245,3.428,['North Indian']
5451,Punjabi Restaurant,RT Nagar,400,3.4,246,3.428,"['North Indian', 'Chinese']"
5983,Palos,Marathahalli,300,3.3,54,3.427,"['Chinese', 'North Indian']"
5339,Chakh Le Foods,Jeevan Bhima Nagar,500,3.4,259,3.427,"['North Indian', 'Mughlai', 'Bengali', 'Chinese']"
5455,Radha Rani,Brookefield,400,3.4,253,3.427,"['Bengali', 'North Indian', 'Chinese']"
5401,Laddoos,BTM,200,3.4,280,3.425,"['Street Food', 'Mithai']"
5967,Bawarchi Khaana,Bellandur,600,3.3,56,3.425,"['North Indian', 'Chinese']"
6542,Kadavu Shappu Currys,HSR,400,3.3,57,3.423,['Kerala']
5460,Hyderabad Biryaani Palace,Kammanahalli,750,3.4,309,3.423,"['Biryani', 'Hyderabadi', 'Chinese']"
6076,Mathsya Darshini,Lavelle Road,350,3.3,59,3.421,"['Seafood', 'Mangalorean']"
5872,Dakshin Biryani & Tiffin,Indiranagar,550,3.4,334,3.421,"['Andhra', 'South Indian', 'North Indian']"
5301,Sri Durga Nellore Mess,Banaswadi,350,3.4,356,3.42,"['Andhra', 'South Indian', 'Biryani']"
6277,Donne Biryani Mane,Whitefield,300,3.3,61,3.418,['Biryani']
5868,Sher-E-Punjab,Marathahalli,400,3.4,432,3.417,"['North Indian', 'Chinese']"
6044,RSS Donne Biryani,BTM,300,3.3,64,3.415,['Biryani']
6390,Kanti's,Thippasandra,300,3.3,66,3.413,"['Mithai', 'Street Food']"
5329,Kachori Kafe,HSR,300,3.4,586,3.413,"['Street Food', 'Mithai', 'Desserts', 'North Indian']"
6311,Status,Bannerghatta Road,600,3.3,67,3.412,"['North Indian', 'Chinese']"
5410,Abhiruchi Hotel,BTM,600,3.4,771,3.41,"['Andhra', 'Biryani', 'Chinese', 'North Indian', 'Seafood', 'South Indian']"
6351,SLV Grand,"ITPL Main Road, Whitefield",300,3.3,69,3.409,['South Indian']
